score,unit,stratum,set,variant,k,mu,se,ci_lo,ci_hi,pi_lo,pi_hi,tau2,tau2_lo,tau2_hi,q,q_p,i2,i2_lo,i2_hi,tau,tau2_outside_qprofile,auc_mu,auc_ci_lo,auc_ci_hi,auc_pi_lo,auc_pi_hi,fe_max_share,fe_max_event,k_eff_fe,re_max_share,re_max_event,k_eff_re,mean_equal,mean_unit_weighted,median,events,n_units_total,n_pos_cells_total,n_clusters_total,flag,run_id
slope_neg,cell_gate,UNIVERSE,development,main,5,1.1825803120411182,0.35247408877632674,0.20395535354903338,2.161205270533203,-1.275112358529695,3.6402729826119318,0.4721556229114918,0.09551756687907373,4.157340942849488,25.283470561316012,4.4119821192330636e-05,0.8417938712053225,0.43927620388491856,0.9715078493407829,0.6871358111112328,False,0.7654114335188962,0.5508128186541449,0.8967112343238518,0.21838335678118626,0.9744260152837683,0.35119018822537146,2019,3.7521277103189807,0.23186599277812542,2019,4.900624545401116,0.7507601798069935,0.8003448445413482,0.8245689266046764,2006;2012;2014;2016;2019,340,340,44,,m2_20260926T165115Z_1ffdde7
slope_neg,cluster_gate,UNIVERSE,development,main,5,0.7636614107403338,0.2668932972848205,0.02264682188379441,1.504675999596873,-0.9351467244580817,2.4624695459387493,0.21666901608306188,0.0,2.9585522249285603,10.841047609552163,0.028409715396936923,0.6310319681212767,0.0,0.9617576461950265,0.46547719179682895,False,0.6821481373093202,0.505661463502755,0.8182708495753143,0.2818817232532178,0.9214685557924729,0.367592829831536,2006,4.171047290214542,0.24605695339378927,2006,4.907132694363223,0.68364,0.6509136363636364,0.6541,2006;2012;2014;2016;2019,44,340,44,,m2_20260926T165115Z_1ffdde7
slope_neg,object,UNIVERSE,development,main,6,0.7512776104982835,0.24400786479699324,0.12403542549873092,1.3785197954978359,-0.7909624544671843,2.293517675463751,0.24936951659996182,0.038613613239197396,2.2045796852061,18.821198342805797,0.002075222229953757,0.7343421014469466,0.3638135640381235,0.9702820958709805,0.49936911858860655,False,0.6794570203556402,0.5309691620554636,0.7987531677069011,0.3119620491484351,0.908338750840336,0.45638199591062595,2006,3.4003918615233744,0.2189785776753366,2006,5.553450967136912,0.6954259139413678,0.6401922208250452,0.7087755705070631,2006;2012;2014;2016;2019;2025,105,342,46,,m2_20260926T165115Z_1ffdde7
slope_neg,cell_gate,URBAN,development,main,4,0.9887915983203293,0.21620152862209455,0.3007418423602547,1.6768413542804037,0.05855150101846773,1.919031695622191,0.0,0.0,2.753042357187543,2.242074896495291,0.5237085444273482,0.0,0.0,0.9307660975255012,0.0,False,0.7288491743280421,0.5746238563198671,0.8424858211963439,0.5146336947953157,0.8720304162533068,0.4672960875628651,2016,3.172332925135817,0.4672960875628651,2016,3.172332925135817,0.7121778973526187,0.7383102682707577,0.7547095816337321,2012;2014;2016;2019,349,349,29,,m2_20260926T165115Z_1ffdde7
slope_neg,cluster_gate,URBAN,development,main,4,0.30705172876766945,0.3018133820339541,-0.6534531537714678,1.2675566113068069,-1.9726546402314107,2.5867580977667495,0.1896363611306892,0.0,4.818675362430795,6.342465762770122,0.09608665588062612,0.526997840869743,0.0,0.9655117196550067,0.43547257219104996,False,0.5761654589252292,0.3422117994636332,0.7803241931554528,0.12210403802728893,0.9300044757315167,0.40411794734903894,2016,3.5423160189627323,0.31245763145083316,2016,3.915108483755816,0.56115,0.5286586206896552,0.5884499999999999,2012;2014;2016;2019,29,349,29,,m2_20260926T165115Z_1ffdde7
slope_neg,object,ALL,holdout,main,4,1.4461539848185303,0.1379243587989604,1.0072171187501544,1.8850908508869062,0.43006952597192183,2.4622384436651386,0.038726127171093486,0.0,1.5521452169275756,7.323053497202504,0.062283586091302155,0.5903348239711704,0.0,0.9858807459776008,0.19678955046214594,False,0.8094058226985907,0.7324751818558092,0.8681947785382347,0.605890270469662,0.9214518306192759,0.6806073852315824,2024-09-20,1.9620111423685482,0.38675712843463017,2024-09-20,3.324806125284513,0.7912061164043248,0.8157793048419538,0.7955574450454053,2022-09-06;2023-08-10;2024-07-24;2024-09-20,196,1272,55,,m2_20260926T165115Z_1ffdde7
slope_neg,object,FLAT,holdout,main,4,-0.14210968851907957,0.282913817171016,-1.0424677206886899,0.7582483436505306,-2.0855444867303583,1.8013251096921992,0.13548275469926435,0.0,6.438493874470509,6.328233552911692,0.09668833453578374,0.52593405807223,0.0,0.9811820859970941,0.36807982109763143,False,0.4645322475443409,0.26067412626922576,0.680973309485061,0.11050978015191518,0.858310163287818,0.9157710185853737,2024-09-20,1.187932592702349,0.48063038988581974,2024-09-20,3.005350856000951,0.4097956557046947,0.5294631662359266,0.449119440018132,2022-09-06;2023-08-10;2024-07-24;2024-09-20,175,1234,50,,m2_20260926T165115Z_1ffdde7
slope_neg,object,URBAN,holdout,main,4,-0.07410478159283418,0.2506655452370203,-0.8718344198943155,0.7236248567086472,-2.0516272064754624,1.9034176432897938,0.14840390727816474,0.0,2.804283704277703,7.680423177842451,0.05309940829017805,0.6093965227521817,0.0,0.9713558438548382,0.385232277046154,False,0.48148227802759375,0.2948727407968052,0.6734047352416879,0.11388806434986018,0.87027784664406,0.6678335932812796,2024-09-20,2.0304557663932825,0.37102335782405305,2024-09-20,3.522050851449272,0.46746202470082077,0.5340226652110535,0.4977396462359351,2022-09-06;2023-08-10;2024-07-24;2024-09-20,81,36,14,,m2_20260926T165115Z_1ffdde7
slope_neg,object,UNIVERSE,holdout,main,4,0.6092639209175548,0.15153467335853896,0.12701295956529896,1.0915148822698106,-0.1127117359422608,1.3312395777773705,0.012758934897174586,0.0,4.687125197165983,4.955172370702924,0.17510922718065833,0.39457201978739026,0.0,0.9851092310320304,0.11295545536703655,False,0.6477728742117197,0.531710620932934,0.7486668764665794,0.4718518590539219,0.791045601564774,0.7941564537761703,2024-09-20,1.5391784994424853,0.664351241473933,2024-09-20,2.035942508107863,0.6879486743858475,0.6488957399176261,0.6840427066037467,2022-09-06;2023-08-10;2024-07-24;2024-09-20,145,107,65,,m2_20260926T165115Z_1ffdde7
slope_neg,cell_gate,ALL,holdout,main,2,2.010776125839333,0.4423648874267676,-3.6100027019000467,7.631554953578712,,,0.3429018434297883,0.028519742401215468,399.62803924498746,7.9120570800633345,0.004910639853849142,0.8736106185937684,0.3650341325303076,0.9998758768917821,0.5855782129056616,False,0.8819238673628526,0.026339250333632665,0.9995153287550418,,,0.712983069991425,2023-08-10,1.6928391557058309,0.5269187984628215,2023-08-10,1.9942197802055663,0.87670135925906,0.9212610716385954,0.87670135925906,2023-08-10;2024-09-20,1272,1272,55,"k=2: tau2 불안정, 예측구간 없음",m2_20260926T165115Z_1ffdde7
slope_neg,cluster_gate,ALL,holdout,main,2,1.622485456085329,0.11066699502742142,0.21632795972968566,3.0286429524409724,,,0.0,0.0,2.900436953063107,0.11499633430106038,0.7345260410399607,0.0,0.0,0.9914599963281943,0.0,False,0.835137619410175,0.5538720625082545,0.9538514740816463,,,0.5699328996606443,2024-09-20,1.9616258092346621,0.5699328996606443,2024-09-20,1.9616258092346621,0.8358,0.8311672727272729,0.8358,2023-08-10;2024-09-20,55,1272,55,"k=2: tau2 불안정, 예측구간 없음",m2_20260926T165115Z_1ffdde7
slope_neg,cell_gate,FLAT,holdout,main,2,0.4996932807690553,0.7194698785349125,-8.642038297406282,9.641424858944392,,,0.9404273747437631,0.11114743854918678,1054.178374256369,10.90529595067209,0.0009588971842928448,0.9083014340442205,0.5393168410986241,0.9999099456702855,0.9697563481327478,False,0.622387248337066,0.00017649556514768647,0.9999350238213296,,,0.5523544616014664,2024-09-20,1.9783098922467641,0.5048008291117833,2024-09-20,1.9998156333158195,0.6071327557206461,0.7659315984317446,0.6071327557206461,2023-08-10;2024-09-20,1234,1234,50,"k=2: tau2 불안정, 예측구간 없음",m2_20260926T165115Z_1ffdde7
