grid_id,cdri,grade_code,in_robust_core,primary_cause,h_shap,e_shap,v_shap,d_shap,baseline,reconstructed,xai_main_positive
라라807815,0.3362640442185302,R2,0,V,-0.05395495460212143,-0.11639887170923517,0.0931559670980674,0.04429579604829505,0.36916610738352446,0.3362640442185303,V
라라808811,0.2979116322589793,R1,0,V,-0.05018141733235253,-0.1197429337203352,0.09007646487180798,0.008593411056334498,0.36916610738352446,0.2979116322589792,V
라라808813,0.3090854992776954,R2,0,V,-0.05127663407302243,-0.11329011651197476,0.09092369388211038,0.013562448597057672,0.36916610738352446,0.3090854992776953,V
라라808814,0.38852135928096,R2,0,V,-0.02481816211519823,-0.07938393515719752,0.09681389353019791,0.02674345563963328,0.36916610738352446,0.3885213592809599,V
라라808815,0.33021907228323705,R2,0,V,-0.057241646951628165,-0.11574154590404453,0.09268014232561465,0.04135601542977075,0.36916610738352446,0.33021907228323716,V
라라808829,0.491344729326438,R3,0,V,-0.001761937985926554,-0.142519086030783,0.10634323024050646,0.16011641571911667,0.36916610738352446,0.491344729326438,D
라라808875,0.3308561528156282,R2,0,V,-0.0409896202771757,-0.16663226147870497,0.09408839497011612,0.07522353221786819,0.36916610738352446,0.3308561528156281,V
라라809813,0.3039286093630971,R1,0,V,-0.051825218698781296,-0.12048956955915013,0.09057733323665212,0.016499957000851745,0.36916610738352446,0.3039286093630969,V
라라809814,0.3355803320534256,R2,0,V,-0.057699358470700526,-0.09675556733303,0.09292849115384846,0.027940659319783286,0.36916610738352446,0.3355803320534257,V
라라809874,0.3917334762777525,R2,0,V,0.022198509899428554,-0.1760348095014455,0.09884489812576494,0.07755877037048009,0.36916610738352446,0.39173347627775257,V
라라809875,0.4227146644385201,R2,0,V,-0.014915388618798035,-0.10450042830908891,0.10054210657993741,0.07242226740294519,0.36916610738352446,0.4227146644385201,V
라라809889,0.2216732339181389,R1,0,V,-0.01455253415548096,-0.10338024857291009,0.08460140116328597,-0.11416149190028038,0.36916610738352446,0.22167323391813898,V
라라809890,0.19606040696094032,R1,0,V,-0.032269823460715226,-0.11968313871693961,0.08250176747606103,-0.10365450572099041,0.36916610738352446,0.19606040696094024,V
라라810810,0.19887939081524428,R1,0,V,-0.05426852090824531,-0.14442038855991593,0.08213505468301224,-0.053732861783131226,0.36916610738352446,0.19887939081524422,V
라라810813,0.25474615398520617,R1,0,V,-0.062046369534993484,-0.15399972389504532,0.08693480741735493,0.014691332614365584,0.36916610738352446,0.25474615398520617,V
라라810827,0.43776910478653114,R3,0,V,-0.004409137250410658,-0.1838794051627261,0.10278821117518336,0.15410332864096,0.36916610738352446,0.4377691047865311,D
