score,unit,stratum,storm,metric,value,ci_lo,ci_hi,n_units,test_event,role,year,n_polygons,train_events,run_id
impervious,cluster_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,URBAN,ALL,capture_0.2,0.0,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,object,URBAN,ALL,capture_0.2,0.0,,,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cluster_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,URBAN,ALL,capture_0.2,0.0,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,object,URBAN,ALL,capture_0.2,1.0,,,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cluster_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,URBAN,ALL,capture_0.2,0.0,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,URBAN,ALL,capture_0.2,0.0,,,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cell_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cluster_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cell_gate,URBAN,ALL,capture_0.2,0.0,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,object,URBAN,ALL,capture_0.2,0.0,,,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cluster_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,URBAN,ALL,capture_0.2,0.0,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,URBAN,ALL,capture_0.2,0.0,,,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cluster_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,URBAN,ALL,capture_0.2,0.0,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,URBAN,ALL,capture_0.2,0.0,,,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cluster_gate,URBAN,ALL,observed-label_auc,,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,URBAN,ALL,capture_0.2,0.0,,,0,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,URBAN,ALL,capture_0.2,0.0,,,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,object,URBAN,ALL,observed-label_auc,0.9406908537910059,0.9406908537910059,0.9406908537910059,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,object,URBAN,ALL,observed-label_auc,0.05366065609385184,0.05366065609385184,0.05366065609385184,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,object,URBAN,ALL,observed-label_auc,0.6834673039322181,0.6834673039322181,0.6834673039322181,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,object,URBAN,ALL,observed-label_auc,0.1791766239409081,0.1791766239409081,0.1791766239409081,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,object,URBAN,ALL,observed-label_auc,0.8467303932218119,0.8467303932218119,0.8467303932218119,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,URBAN,ALL,observed-label_auc,0.7811210080382359,0.7811210080382359,0.7811210080382359,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,object,URBAN,ALL,observed-label_auc,0.022159461220942863,0.022159461220942863,0.022159461220942863,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,URBAN,ALL,observed-label_auc,0.13024114707799261,0.13024114707799261,0.13024114707799261,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,URBAN,ALL,observed-label_auc,0.4347708016510971,0.4347708016510971,0.4347708016510971,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,URBAN,ALL,observed-label_auc,0.4824027807951336,0.4824027807951336,0.4824027807951336,1,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,AGRI,ALL,observed-label_auc,0.8270601010733826,0.781,0.8637,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,cluster_gate,AGRI,ALL,observed-label_auc,0.821,0.7775,0.8619,12,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,AGRI,ALL,capture_0.2,0.6522,,,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,object,AGRI,ALL,capture_0.2,0.6139718589159787,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,AGRI,ALL,observed-label_auc,0.3073633212212338,0.2595,0.3656,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cluster_gate,AGRI,ALL,observed-label_auc,0.3172,0.2721,0.3642,12,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,AGRI,ALL,capture_0.2,0.0,,,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,object,AGRI,ALL,capture_0.2,0.0,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cell_gate,AGRI,ALL,observed-label_auc,0.6870066407718332,0.6246,0.7372,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cluster_gate,AGRI,ALL,observed-label_auc,0.7111,0.6651,0.7554,12,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cell_gate,AGRI,ALL,capture_0.2,0.0435,,,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,object,AGRI,ALL,capture_0.2,0.14655792113031302,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,AGRI,ALL,observed-label_auc,0.4575596207659859,0.4373,0.5009,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,cluster_gate,AGRI,ALL,observed-label_auc,0.4567,0.4373,0.4956,12,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,AGRI,ALL,capture_0.2,0.0435,,,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,object,AGRI,ALL,capture_0.2,0.05888952472026343,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,AGRI,ALL,observed-label_auc,0.7496637848222862,0.659,0.8187,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cluster_gate,AGRI,ALL,observed-label_auc,0.7428,0.6351,0.8101,12,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,AGRI,ALL,capture_0.2,0.2174,,,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,object,AGRI,ALL,capture_0.2,0.16666666666666666,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,AGRI,ALL,observed-label_auc,0.7419788664745437,0.659,0.7987,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cluster_gate,AGRI,ALL,observed-label_auc,0.7582,0.6999,0.7987,12,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,AGRI,ALL,capture_0.2,0.0435,,,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,AGRI,ALL,capture_0.2,0.05555555555555555,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cell_gate,AGRI,ALL,observed-label_auc,0.249158417909201,0.1724,0.3565,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cluster_gate,AGRI,ALL,observed-label_auc,0.2726,0.1798,0.3798,12,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cell_gate,AGRI,ALL,capture_0.2,0.0,,,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,object,AGRI,ALL,capture_0.2,0.0,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,AGRI,ALL,observed-label_auc,0.5316961115983795,0.4574,0.6361,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cluster_gate,AGRI,ALL,observed-label_auc,0.5558,0.471,0.6519,12,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,AGRI,ALL,capture_0.2,0.1304,,,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,AGRI,ALL,capture_0.2,0.11095042056394082,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,AGRI,ALL,observed-label_auc,0.6741135196090715,0.6113,0.7493,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cluster_gate,AGRI,ALL,observed-label_auc,0.6845,0.6206,0.7543,12,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,AGRI,ALL,capture_0.2,0.2609,,,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,AGRI,ALL,capture_0.2,0.20728381639324958,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,AGRI,ALL,observed-label_auc,0.6827047571315207,0.621,0.7636,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cluster_gate,AGRI,ALL,observed-label_auc,0.687,0.6257,0.7638,12,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,AGRI,ALL,capture_0.2,0.2174,,,23,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,AGRI,ALL,capture_0.2,0.13080710577625798,,,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,object,AGRI,ALL,observed-label_auc,0.8495016880973485,0.8138688485823996,0.8840252666390613,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,object,AGRI,ALL,observed-label_auc,0.3029337836681607,0.2699461091522794,0.337704067094978,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,object,AGRI,ALL,observed-label_auc,0.7249752420380154,0.6850711534096289,0.7639464065377889,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,object,AGRI,ALL,observed-label_auc,0.46397995034982764,0.4350532809871003,0.5142532455213741,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,object,AGRI,ALL,observed-label_auc,0.7520519661033929,0.6697809611520843,0.8240943860716973,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,AGRI,ALL,observed-label_auc,0.7417503275642683,0.6681456192040038,0.8053076124861565,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,object,AGRI,ALL,observed-label_auc,0.21200988439773705,0.15232659200361545,0.29311820005875383,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,AGRI,ALL,observed-label_auc,0.5234338839520133,0.4648336972920591,0.5971292059533483,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,AGRI,ALL,observed-label_auc,0.6736793932085394,0.6275744493507909,0.7287958187853895,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,AGRI,ALL,observed-label_auc,0.6887956202398233,0.6408151530818973,0.7455912270883625,18,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.9337254901960784,0.8803,0.9872,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.9337,0.8803,0.9872,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,UNIVERSE,ALL,capture_0.2,1.0,,,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,object,UNIVERSE,ALL,capture_0.2,0.75,,,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.1053921568627451,0.0859,0.1249,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.1054,0.0859,0.1249,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,object,UNIVERSE,ALL,capture_0.2,0.0,,,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cell_gate,UNIVERSE,ALL,observed-label_auc,0.831078431372549,0.8059,0.8563,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.8311,0.8059,0.8563,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cell_gate,UNIVERSE,ALL,capture_0.2,1.0,,,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,object,UNIVERSE,ALL,capture_0.2,0.5,,,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,UNIVERSE,ALL,observed-label_auc,0.3628676470588235,0.2819,0.4439,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.3629,0.2819,0.4439,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,object,UNIVERSE,ALL,capture_0.2,0.0,,,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.7678186274509804,0.6075,0.9281,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.7678,0.6075,0.9281,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.5,,,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,object,UNIVERSE,ALL,capture_0.2,0.5122668134765272,,,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.7618137254901961,0.5867,0.937,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.7618,0.5867,0.937,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.5,,,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,UNIVERSE,ALL,capture_0.2,0.5122668134765272,,,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cell_gate,UNIVERSE,ALL,observed-label_auc,0.1321078431372549,0.073,0.1912,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.1321,0.073,0.1912,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,object,UNIVERSE,ALL,capture_0.2,0.0,,,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,UNIVERSE,ALL,observed-label_auc,0.32323529411764707,0.271,0.3755,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.3232,0.271,0.3755,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,UNIVERSE,ALL,capture_0.2,0.0,,,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,UNIVERSE,ALL,observed-label_auc,0.6322058823529412,0.5734,0.691,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.6322,0.5734,0.691,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,UNIVERSE,ALL,capture_0.2,0.0,,,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,UNIVERSE,ALL,observed-label_auc,0.6292156862745099,0.6046,0.6538,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.6292,0.6046,0.6538,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,cell_gate,UNIVERSE,ALL,capture_0.2,0.0,,,2,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,UNIVERSE,ALL,capture_0.2,0.0,,,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,object,UNIVERSE,ALL,observed-label_auc,0.8350708934799549,0.618075117370892,0.9685147148686597,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,object,UNIVERSE,ALL,observed-label_auc,0.10088541602260481,0.08246984091323259,0.11930099113197705,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,object,UNIVERSE,ALL,observed-label_auc,0.667073279005808,0.41349765258215965,0.8411366466918456,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
impervious,object,UNIVERSE,ALL,observed-label_auc,0.34690992551329064,0.25523021763639964,0.42639540949400107,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_neg,object,UNIVERSE,ALL,observed-label_auc,0.8024142762969948,0.6913195112071033,0.898135106937924,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
hand_acc_neg,object,UNIVERSE,ALL,observed-label_auc,0.8018126878804412,0.6781167282213966,0.9056729264475744,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
L1,object,UNIVERSE,ALL,observed-label_auc,0.09521531443373908,0.05586854460093897,0.1594679186228482,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
z_sensitivity,object,UNIVERSE,ALL,observed-label_auc,0.26918165320321763,0.20516431924882628,0.34590505998956705,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
rf_F1_wf,object,UNIVERSE,ALL,observed-label_auc,0.5337107702458562,0.3146844027125717,0.6816502590304154,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
logit_F1_wf,object,UNIVERSE,ALL,observed-label_auc,0.5596410853673754,0.4534689619196661,0.6465643825240049,4,2025,development,2025,18,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,ALL,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
slope_neg,object,ALL,ALL,capture_0.2,0.2,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,ALL,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
relelev_neg,object,ALL,ALL,capture_0.2,0.0,,,5,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cell_gate,ALL,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cluster_gate,ALL,ALL,observed-label_auc,,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
twi,cell_gate,ALL,ALL,capture_0.2,0.0,,,0,2022-09-06,holdout,2022,5,"[2006, 2012, 2014, 2016, 2019]",m1_20260926T160821Z_a181f6c
