scenario_no,replicate,v1_auc,v1_capture,v1_object_auc,max_event_share,evaluable,v2_auc,v2_capture,v2_object_auc,n_events_used,v1_pass,v2_pass,v2_evaluable,v1_v2_flip,v1_minus_v2_auc
1,23,0.6093417027866824,0.42165242165242167,0.6815012423220671,1.0,True,,,,,False,False,False,False,
1,24,0.666929204270306,0.4744318181818182,0.714088427994857,1.0000000000000002,True,,,,,False,False,False,False,
1,25,0.6967531566216464,0.4939759036144578,0.7488257093255648,1.0,True,,,,,False,False,False,False,
1,26,0.5754410261628473,0.35978835978835977,0.656709593068195,1.0,True,,,,,False,False,False,False,
1,27,0.6512691901362097,0.4483695652173913,0.7241717996702763,1.0,True,,,,,False,False,False,False,
1,28,0.6240345204788214,0.4383561643835616,0.711241471738254,0.9999999999999999,True,,,,,False,False,False,False,
1,29,0.6346541801444214,0.42819148936170215,0.6930246117076635,0.9999999999999999,True,,,,,False,False,False,False,
1,30,0.6574030048216271,0.4972972972972973,0.7403930117893726,1.0,True,,,,,False,False,False,False,
1,31,0.6396196340694006,0.456,0.700743122809563,1.0000000000000002,True,,,,,False,False,False,False,
1,32,0.6218983306193525,0.4101876675603217,0.688632838232596,1.0,True,,,,,False,False,False,False,
1,33,0.6422610185626445,0.41954022988505746,0.7090804827196348,1.0,True,,,,,False,False,False,False,
1,34,0.6313803716563906,0.4491525423728814,0.7113526529303092,1.0,True,,,,,False,False,False,False,
1,35,0.6282240260380252,0.39655172413793105,0.7051102366176007,0.9999999999999999,True,,,,,False,False,False,False,
1,36,0.6451284098518865,0.45799457994579945,0.7203500672584808,0.9999999999999999,True,,,,,False,False,False,False,
1,37,0.6260511703286484,0.4368421052631579,0.700284629255024,1.0,True,,,,,False,False,False,False,
1,38,0.5790090413331274,0.3712737127371274,0.6530889427913209,1.0,True,,,,,False,False,False,False,
1,39,0.6282228217839153,0.40059347181008903,0.6731261773331835,1.0,True,,,,,False,False,False,False,
1,40,0.6222981069669371,0.4309859154929577,0.7026329954701483,1.0,True,,,,,False,False,False,False,
1,41,0.5974664086040108,0.39285714285714285,0.6698051427796835,1.0,True,,,,,False,False,False,False,
