block,dist,median,shape,beta,n_obj,n_events,counts,upsilon,mu0,tau,delta_star,object_auc_limit,top10_share_theory,neff_ratio_theory,scenario_no,rule,n_replicates,n_evaluable,gap_median,gap_median_lo,gap_median_hi,gap_mean,gap_sd,p10,p_pos10,p_neg10,class,cell_auc_median,object_auc_median,capture_median,object_capture_median,term_size_weight_median,term_within_object_median,term_erasure_median,n_eff_median,n_survive_median,n_K_median,top10_share_median,max_event_share_median,sd_A_median,rho_wA_median,concentration_factor_median,n_pos_cells_median,n_polygons_median,erased_frac_median,erasure_median_lo,erasure_median_hi,grid_pass_rate,object_pass_rate,unit_flip_rate,auc_unit_flip_rate,rule_flip_rate,B_n,B_max_event_share_median,B_v1_auc_median,B_v2_auc_median,B_v1_minus_v2_auc_median,B_p_abs_v1_v2_ge_01,B_v1_pass_rate,B_v2_pass_rate,B_v1_v2_flip_rate,B_n_events_used_median
A,lognormal,5000.0,1.5,-1.0,30,1,equal,0.0,0.95,0.5,-0.3207404512418122,0.700891117754484,0.5864601343061464,0.10539922456186433,20,f25,200,200,-0.2678391428744231,-0.28647699078300337,-0.252139302322596,-0.27699488565448754,0.10824989515594598,0.97,0.0,0.97,벌어짐,0.42408076020233076,0.6951234377407343,0.17274535809018568,0.5218146865023492,-0.13853910547379109,-0.0002280809779512949,-0.12512859910806642,8.189279080053073,17.0,30.0,0.49206349206349204,1.0,0.30682597982172866,-0.45149315386000766,1.0147673770243395,54.5,30.0,0.43333333333333335,-0.1375860538347613,-0.11253343951321315,0.005,0.43,0.425,0.45,0.015,,,,,,,,,,
A,lognormal,5000.0,1.5,-1.0,30,1,equal,0.0,0.95,0.5,-0.3207404512418122,0.700891117754484,0.5864601343061464,0.10539922456186433,20,f50,200,200,-0.33361507030426496,-0.35467122324294065,-0.3104157069374068,-0.3307618874247825,0.1283834654302207,0.975,0.0,0.975,벌어짐,0.3629577440733658,0.6951234377407343,0.125,0.5218146865023492,-0.11255275375407028,9.915253275608049e-06,-0.20411120354813456,5.134484944532488,10.5,30.0,0.6485294117647059,1.0,0.2952183782824789,-0.39606693208167904,0.976588692533463,32.0,30.0,0.65,-0.2191129399720485,-0.19015806961110626,0.015,0.43,0.415,0.445,0.015,,,,,,,,,,
A,lognormal,5000.0,1.5,-1.0,30,1,equal,0.0,0.95,0.5,-0.3207404512418122,0.700891117754484,0.5864601343061464,0.10539922456186433,20,rep_point,200,200,-0.0009397653941947137,-0.0019001665379168031,0.00025597589977899293,-0.001321245205640402,0.00702321890139816,0.0,0.0,0.0,없음,0.6950446167959303,0.6951234377407343,0.5333333333333333,0.5218146865023492,0.0,-0.0008673662981157348,0.0,30.0,30.0,30.0,0.1,1.0,0.3095793837660253,-0.0030951354032017456,0.0,30.0,30.0,0.0,0.0,0.0,0.445,0.43,0.055,0.04,0.425,,,,,,,,,,
A,lognormal,5000.0,1.5,-1.0,30,1,equal,0.0,0.95,0.5,-0.3207404512418122,0.700891117754484,0.5864601343061464,0.10539922456186433,20,soft,200,200,-0.2643814404983396,-0.2827518701344466,-0.24558335451466473,-0.2744262591684298,0.11521950490893558,0.965,0.0,0.965,벌어짐,0.42883690141204883,0.6951234377407343,0.18476084084328404,0.5218146865023492,-0.2639523399344883,-0.0002575337200864669,0.0,7.753955238683584,30.0,30.0,0.5212543540420209,1.0,0.3041174385590423,-0.5221857542241213,1.6938111009601005,138.5,30.0,0.0,0.0,0.0,0.015,0.43,0.415,0.44,0.005,,,,,,,,,,
A,lognormal,5000.0,1.5,-1.0,200,1,equal,0.0,0.95,0.5,-0.3207404512418122,0.700891117754484,0.5864601343061464,0.10539922456186433,21,any,200,200,-0.1637569869602316,-0.17002696135265594,-0.15648959785773064,-0.16822655274022477,0.035077300207392095,1.0,0.0,1.0,벌어짐,0.5291026106475669,0.6938529200162679,0.3199323265025036,0.515107049415265,-0.16528149498862887,0.0006099570794582676,0.0,93.2824683959764,200.0,200.0,0.33915558255726386,1.0,0.30611497965910883,-0.4989157505931501,1.0695917637513908,945.0,200.0,0.0,0.0,0.0,0.0,0.375,0.375,0.395,0.0,,,,,,,,,,
A,lognormal,5000.0,1.5,-1.0,200,1,equal,0.0,0.95,0.5,-0.3207404512418122,0.700891117754484,0.5864601343061464,0.10539922456186433,21,center,200,200,-0.29877345007818207,-0.3110651176519908,-0.28754143393822656,-0.3045806678130007,0.05582659050972785,1.0,0.0,1.0,벌어짐,0.3931268006802429,0.6938529200162679,0.17738464187327824,0.515107049415265,-0.17242793503294673,-0.0022369904261366758,-0.12132082909139924,35.52916678634955,109.0,200.0,0.5698567501796776,1.0,0.32302988312664893,-0.3726305448573549,1.4131022689987383,292.5,200.0,0.45499999999999996,-0.12753424002256764,-0.11737983550010256,0.0,0.375,0.375,0.395,0.0,,,,,,,,,,
A,lognormal,5000.0,1.5,-1.0,200,1,equal,0.0,0.95,0.5,-0.3207404512418122,0.700891117754484,0.5864601343061464,0.10539922456186433,21,f01,200,200,-0.17528640925449063,-0.18116145023358554,-0.16748537313584289,-0.17941226292568452,0.036857433587915246,1.0,0.0,1.0,벌어짐,0.5175927435005034,0.6938529200162679,0.3095934146781605,0.515107049415265,-0.17342363913957756,0.00019718314497418898,-0.0014292866104638757,87.61390708220893,199.0,200.0,0.3529351870159211,1.0,0.306947922133029,-0.4926594874790027,1.1277494037009879,848.0,200.0,0.0050000000000000044,-0.0014898754240909584,-0.0013490676340131014,0.0,0.375,0.375,0.395,0.0,,,,,,,,,,
A,lognormal,5000.0,1.5,-1.0,200,1,equal,0.0,0.95,0.5,-0.3207404512418122,0.700891117754484,0.5864601343061464,0.10539922456186433,21,f10,200,200,-0.23287557656693458,-0.24408243209340474,-0.22253378085420994,-0.23714791744213518,0.04197839859226005,1.0,0.0,1.0,벌어짐,0.4579719165527779,0.6938529200162679,0.24159611462444794,0.515107049415265,-0.17841342370805127,-0.0014705394766736934,-0.053038905937754954,62.69891349207912,164.0,200.0,0.4327615565177149,1.0,0.3119992894639857,-0.4428024291288848,1.2620609123135451,590.0,200.0,0.18000000000000005,-0.05428969382263704,-0.05062179966769209,0.0,0.375,0.375,0.395,0.0,,,,,,,,,,
A,lognormal,5000.0,1.5,-1.0,200,1,equal,0.0,0.95,0.5,-0.3207404512418122,0.700891117754484,0.5864601343061464,0.10539922456186433,21,f25,200,200,-0.29084738616675654,-0.3000941913034771,-0.28114073593365324,-0.2976851435040283,0.04989316115984491,1.0,0.0,1.0,벌어짐,0.4011155913295402,0.6938529200162679,0.1755061270207466,0.515107049415265,-0.1621815999106015,-0.0029734961407242855,-0.12440411228741266,42.07435489477507,119.0,200.0,0.5356946123793086,1.0,0.31625219436885177,-0.3792128873504751,1.335898811520482,396.0,200.0,0.405,-0.12851627824565592,-0.11972025073319847,0.0,0.375,0.375,0.395,0.0,,,,,,,,,,
A,lognormal,5000.0,1.5,-1.0,200,1,equal,0.0,0.95,0.5,-0.3207404512418122,0.700891117754484,0.5864601343061464,0.10539922456186433,21,f50,200,200,-0.35844380316190305,-0.36594813555497574,-0.3477382654448794,-0.3648263647006507,0.05865348808726657,1.0,0.0,1.0,벌어짐,0.3345889611912708,0.6938529200162679,0.11273422663709645,0.515107049415265,-0.1429142868486075,-0.00322328812638481,-0.21352384512156092,25.111762481351384,72.0,200.0,0.6838004896960542,1.0,0.3113486290370787,-0.32492830585961907,1.3609406266184654,234.5,200.0,0.64,-0.21760185519747716,-0.20959064077164458,0.0,0.375,0.375,0.395,0.0,,,,,,,,,,
A,lognormal,5000.0,1.5,-1.0,200,1,equal,0.0,0.95,0.5,-0.3207404512418122,0.700891117754484,0.5864601343061464,0.10539922456186433,21,rep_point,200,200,-0.00027102547066193416,-0.0008153136206368039,0.00019302615791061406,-7.870905926703919e-05,0.00272681720740826,0.0,0.0,0.0,없음,0.6940302763819095,0.6938529200162679,0.5175879396984925,0.515107049415265,-0.00017322230929217586,-1.1444058301279814e-05,0.0,198.21835407973927,200.0,200.0,0.10631353922441,1.0,0.3140253612464509,-0.006172881970998068,0.09480629207248961,200.0,200.0,0.0,0.0,0.0,0.385,0.375,0.04,0.025,0.385,,,,,,,,,,
A,lognormal,5000.0,1.5,-1.0,200,1,equal,0.0,0.95,0.5,-0.3207404512418122,0.700891117754484,0.5864601343061464,0.10539922456186433,21,soft,200,200,-0.2960664166359055,-0.30989483854577743,-0.28612348890206624,-0.3051525152672788,0.05491245131726414,1.0,0.0,1.0,벌어짐,0.3920925358004954,0.6938529200162679,0.17946458696305564,0.515107049415265,-0.29416210959650785,-0.0016906753018341991,0.0,36.71668850547668,200.0,200.0,0.5621335492491883,1.0,0.308887338427147,-0.4508537069644004,2.108818241815221,945.0,200.0,0.0,0.0,0.0,0.0,0.375,0.375,0.395,0.0,,,,,,,,,,
A,lognormal,5000.0,1.5,-0.5,30,1,equal,0.0,0.95,0.5,-0.1756959017826848,0.7260243075020016,0.5864601343061464,0.10539922456186433,22,any,200,200,-0.07056388310016126,-0.08168808611643952,-0.06390549777979349,-0.08252170603894157,0.060147995784981395,0.29,0.0,0.29,가끔,0.6430980266673973,0.7190095486550814,0.40274433072446314,0.524052047628289,-0.07116428098549471,0.00015545604454525463,0.0,17.469910750704294,30.0,30.0,0.3042009400705053,1.0,0.2628775830643399,-0.3142188970694174,0.8468992346904174,145.0,30.0,0.0,0.0,0.0,0.165,0.575,0.43,0.495,0.065,,,,,,,,,,
A,lognormal,5000.0,1.5,-0.5,30,1,equal,0.0,0.95,0.5,-0.1756959017826848,0.7260243075020016,0.5864601343061464,0.10539922456186433,22,center,200,200,-0.13276862651780807,-0.14916204109273035,-0.11661090764899007,-0.1434079085194491,0.1092856802085078,0.605,0.0,0.605,벌어짐,0.5984630335944767,0.7190095486550814,0.3112535612535613,0.524052047628289,-0.05600688601617482,-0.0001853023984912383,-0.06563040163016909,7.947425527717498,16.0,30.0,0.5096474953617811,1.0,0.2781771368533586,-0.2231247092142188,0.9961059198811484,42.0,30.0,0.4666666666666667,-0.07398989461298533,-0.05639479009775983,0.115,0.575,0.47,0.57,0.045,,,,,,,,,,
A,lognormal,5000.0,1.5,-0.5,30,1,equal,0.0,0.95,0.5,-0.1756959017826848,0.7260243075020016,0.5864601343061464,0.10539922456186433,22,f01,200,200,-0.07493832552826496,-0.08427100128398646,-0.06749880213727266,-0.08716776711559004,0.0639081465264089,0.33,0.0,0.33,가끔,0.6423916888221561,0.7190095486550814,0.39249824138277556,0.524052047628289,-0.07485310758269181,-6.117940309219305e-05,0.0,16.678964415026023,30.0,30.0,0.317077993988293,1.0,0.26412868008428503,-0.3082799770944903,0.8936850135389807,131.0,30.0,0.0,0.0,0.0,0.175,0.575,0.42,0.48,0.065,,,,,,,,,,
A,lognormal,5000.0,1.5,-0.5,30,1,equal,0.0,0.95,0.5,-0.1756959017826848,0.7260243075020016,0.5864601343061464,0.10539922456186433,22,f10,200,200,-0.1031810133770627,-0.1135359669658621,-0.08997131596605668,-0.11324919752813883,0.08110521399955312,0.51,0.0,0.51,벌어짐,0.6122993559620908,0.7190095486550814,0.3617021276595745,0.524052047628289,-0.07256685867893825,-0.0003855449629598384,-0.026427531752554245,12.296076226926601,25.0,30.0,0.39202437731849493,1.0,0.2678279434275007,-0.271224942246653,0.9972012167487168,89.5,30.0,0.16666666666666663,-0.030838731027294064,-0.021648275753937685,0.13,0.575,0.455,0.53,0.0,,,,,,,,,,
A,lognormal,5000.0,1.5,-0.5,30,1,equal,0.0,0.95,0.5,-0.1756959017826848,0.7260243075020016,0.5864601343061464,0.10539922456186433,22,f25,200,200,-0.12996913928778536,-0.14795117805794328,-0.11166857280805209,-0.1410306804668808,0.098533681726525,0.645,0.0,0.645,벌어짐,0.591141763667802,0.7190095486550814,0.314446227929374,0.524052047628289,-0.05466275232474849,-0.00013032871347429253,-0.06560702294529186,8.846613045117508,18.0,30.0,0.4818121693121693,1.0,0.2728908686627481,-0.22875822222641548,0.9778688601339931,60.0,30.0,0.4,-0.0731614282580092,-0.057509222687341044,0.1,0.575,0.485,0.57,0.04,,,,,,,,,,
A,lognormal,5000.0,1.5,-0.5,30,1,equal,0.0,0.95,0.5,-0.1756959017826848,0.7260243075020016,0.5864601343061464,0.10539922456186433,22,f50,200,200,-0.15468670117196126,-0.1956186747710903,-0.1404698757043369,-0.17166800935873866,0.12844495233002415,0.685,0.0,0.685,벌어짐,0.5661976587031288,0.7190095486550814,0.25925925925925924,0.524052047628289,-0.03812298447275514,-0.0007905704315711026,-0.11464072763351835,5.627815315315315,11.0,30.0,0.625,1.0,0.27325370990135806,-0.16543901106253037,0.9308320929645948,34.0,30.0,0.6333333333333333,-0.12517946294666338,-0.09969619162862775,0.095,0.575,0.49,0.58,0.065,,,,,,,,,,
A,lognormal,5000.0,1.5,-0.5,30,1,equal,0.0,0.95,0.5,-0.1756959017826848,0.7260243075020016,0.5864601343061464,0.10539922456186433,22,rep_point,200,200,-0.0007760689346908434,-0.0014472267485120538,0.0005005499271633074,-0.00032909480847236993,0.006712856442585572,0.0,0.0,0.0,없음,0.7183487615711784,0.7190095486550814,0.5333333333333333,0.524052047628289,0.0,-0.0006546622767050203,0.0,30.0,30.0,30.0,0.1,1.0,0.2731292839351894,-0.05945586109412466,0.0,30.0,30.0,0.0,0.0,0.0,0.58,0.575,0.035,0.03,0.46,,,,,,,,,,
A,lognormal,5000.0,1.5,-0.5,30,1,equal,0.0,0.95,0.5,-0.1756959017826848,0.7260243075020016,0.5864601343061464,0.10539922456186433,22,soft,200,200,-0.12945945475161202,-0.14982653688174175,-0.11072936160785829,-0.14066328523806568,0.10556112420056273,0.61,0.0,0.61,벌어짐,0.5940715289678737,0.7190095486550814,0.3213652353410832,0.524052047628289,-0.12895644862781264,-0.00041561125581413005,0.0,8.71894338504618,30.0,30.0,0.5012776685611493,1.0,0.26652027590722277,-0.29390385621054393,1.5623093914857527,145.0,30.0,0.0,0.0,0.0,0.115,0.575,0.47,0.545,0.035,,,,,,,,,,
A,lognormal,5000.0,1.5,-0.5,200,1,equal,0.0,0.95,0.5,-0.1756959017826848,0.7260243075020016,0.5864601343061464,0.10539922456186433,23,any,200,200,-0.08964228247723594,-0.09457147687600753,-0.08303678197058117,-0.0904055956604343,0.02721624435193756,0.355,0.0,0.355,가끔,0.6308952007178708,0.7248920798337573,0.39898406996222907,0.5277177484894937,-0.08948153408713716,0.0002654790938642071,0.0,92.20807930293891,200.0,200.0,0.34357607599170614,1.0,0.2674997539935323,-0.2945524223405852,1.0812157894796703,955.5,200.0,0.0,0.0,0.0,0.01,0.75,0.74,0.83,0.01,,,,,,,,,,
A,lognormal,5000.0,1.5,-0.5,200,1,equal,0.0,0.95,0.5,-0.1756959017826848,0.7260243075020016,0.5864601343061464,0.10539922456186433,23,center,200,200,-0.16006571777873707,-0.1741248894819475,-0.14711609253063218,-0.1661492069115623,0.05247281955963256,0.895,0.0,0.895,벌어짐,0.5551787353492531,0.7248920798337573,0.29917651665320705,0.5277177484894937,-0.0909365900082737,-0.0027845991292377303,-0.06492555315955367,34.756342997789346,108.5,200.0,0.5736697879929833,1.0,0.2884443737383827,-0.21900815335317425,1.4574777871631417,301.5,200.0,0.45749999999999996,-0.0677034121158765,-0.061972932525826585,0.0,0.75,0.75,0.845,0.0,,,,,,,,,,
A,lognormal,5000.0,1.5,-0.5,200,1,equal,0.0,0.95,0.5,-0.1756959017826848,0.7260243075020016,0.5864601343061464,0.10539922456186433,23,f01,200,200,-0.09510824756754716,-0.10299360179091122,-0.08782995060037835,-0.09673220901037195,0.029005425823604207,0.45,0.0,0.45,가끔,0.6243473383243394,0.7248920798337573,0.3909136091398661,0.5277177484894937,-0.09463632825162704,-0.0003272667540623053,-0.0008799489103228919,86.5740233442382,199.0,200.0,0.35768548055706534,1.0,0.2686751070910899,-0.2925110527401169,1.1421161980329453,856.5,200.0,0.0050000000000000044,-0.0011365591448604384,0.0,0.005,0.75,0.745,0.84,0.005,,,,,,,,,,
A,lognormal,5000.0,1.5,-0.5,200,1,equal,0.0,0.95,0.5,-0.1756959017826848,0.7260243075020016,0.5864601343061464,0.10539922456186433,23,f10,200,200,-0.1263395375755671,-0.13443645090215262,-0.11914463151804255,-0.1281658054181053,0.03643274398834934,0.775,0.0,0.775,벌어짐,0.5946165392541891,0.7248920798337573,0.3480719368147548,0.5277177484894937,-0.09391410001987183,-0.0017984052833833752,-0.029857827559403083,62.06527772450335,165.0,200.0,0.43470254133290154,1.0,0.2758256535928474,-0.25714119667507573,1.285202824725785,594.0,200.0,0.17500000000000004,-0.03085766795564715,-0.028383124079878086,0.0,0.75,0.75,0.845,0.0,,,,,,,,,,
A,lognormal,5000.0,1.5,-0.5,200,1,equal,0.0,0.95,0.5,-0.1756959017826848,0.7260243075020016,0.5864601343061464,0.10539922456186433,23,f25,200,200,-0.15984778212702178,-0.1678492728198726,-0.15060171407462586,-0.1610749503840035,0.04542810767064382,0.91,0.0,0.91,벌어짐,0.5634202881034668,0.7248920798337573,0.3001164493330105,0.5277177484894937,-0.08605415242575315,-0.0028850855256726815,-0.06764911524665979,41.440148668440706,118.0,200.0,0.5405468101203356,1.0,0.2849217284546116,-0.21695507851349727,1.3590956169845931,403.5,200.0,0.41000000000000003,-0.06934905898150412,-0.06546789896202077,0.0,0.75,0.75,0.845,0.0,,,,,,,,,,
A,lognormal,5000.0,1.5,-0.5,200,1,equal,0.0,0.95,0.5,-0.1756959017826848,0.7260243075020016,0.5864601343061464,0.10539922456186433,23,f50,200,200,-0.19289651596018065,-0.2082206667732393,-0.18382780243410113,-0.1983074201174225,0.05966182020094629,0.965,0.0,0.965,벌어짐,0.525765738808168,0.7248920798337573,0.257921146953405,0.5277177484894937,-0.07604573640105305,-0.003726835624179081,-0.10986994442696535,24.111312047655815,71.0,200.0,0.6902404763289487,1.0,0.29280201439282716,-0.18081214748438768,1.3865806367604994,242.0,200.0,0.645,-0.11602810076403247,-0.10538549896598115,0.0,0.75,0.75,0.845,0.0,,,,,,,,,,
A,lognormal,5000.0,1.5,-0.5,200,1,equal,0.0,0.95,0.5,-0.1756959017826848,0.7260243075020016,0.5864601343061464,0.10539922456186433,23,rep_point,200,200,-0.0018838013414136379,-0.002186507858799369,-0.0014206219739421044,-0.0017905943399152125,0.0026225654785935622,0.0,0.0,0.0,없음,0.7236841708542714,0.7248920798337573,0.5263190954773869,0.5277177484894937,-3.1453285597171643e-06,-0.0018792007963947532,0.0,198.3282289792707,200.0,200.0,0.10605364634411835,1.0,0.27669842588621135,-0.00014991041985137194,0.09181067999895015,200.0,200.0,0.0,0.0,0.0,0.745,0.75,0.025,0.015,0.745,,,,,,,,,,
A,lognormal,5000.0,1.5,-0.5,200,1,equal,0.0,0.95,0.5,-0.1756959017826848,0.7260243075020016,0.5864601343061464,0.10539922456186433,23,soft,200,200,-0.162648702752145,-0.17257000490342966,-0.15232872503136718,-0.16612796344677544,0.0509349423413171,0.91,0.0,0.91,벌어짐,0.5572634523787701,0.7248920798337573,0.29920064177757255,0.5277177484894937,-0.16018106085828965,-0.0027405007764306766,0.0,35.586740473857084,200.0,200.0,0.564011170469231,1.0,0.27082428273748643,-0.26199653238891807,2.149446022869693,955.5,200.0,0.0,0.0,0.0,0.0,0.75,0.75,0.845,0.0,,,,,,,,,,
A,lognormal,5000.0,1.5,0.0,30,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.5864601343061464,0.10539922456186433,24,any,200,200,0.0012186505303715123,-0.003811783530908275,0.009198707252397353,-0.0012246297957128288,0.04193057029035638,0.02,0.005,0.015,없음,0.740764366310651,0.7378358322630248,0.5379382522239665,0.5396978983903109,0.0003884026364509019,-3.661989375008945e-05,0.0,17.749531669657898,30.0,30.0,0.2976152924105735,1.0,0.2448420609116684,0.0018033233930951145,0.8307740675443869,140.0,30.0,0.0,0.0,0.0,0.635,0.685,0.21,0.18,0.11,,,,,,,,,,
A,lognormal,5000.0,1.5,0.0,30,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.5864601343061464,0.10539922456186433,24,center,200,200,0.00907651188592401,-0.0031894222830247676,0.018130726525777074,-0.005057890873541875,0.08168412304336269,0.22,0.075,0.145,가끔,0.7593020486202187,0.7378358322630248,0.5513157894736842,0.5396978983903109,0.010248165764998263,0.0001358946831504504,-0.006273031814864549,8.116101690554231,17.0,30.0,0.5169930875576036,1.0,0.24796376683860616,0.03887937275759621,0.9551197173825479,41.0,30.0,0.43333333333333335,-0.011699626007317221,0.0005332055101147093,0.605,0.685,0.32,0.29,0.09,,,,,,,,,,
A,lognormal,5000.0,1.5,0.0,30,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.5864601343061464,0.10539922456186433,24,f01,200,200,0.0037751818593847464,-0.006540429829576366,0.010520800099905858,-0.0007643146086831648,0.043978072825281746,0.025,0.01,0.015,없음,0.7416062058598005,0.7378358322630248,0.5474452554744526,0.5396978983903109,0.0033060663856552264,-0.00045091641983718844,0.0,16.661250453266966,30.0,30.0,0.3148877223680373,1.0,0.24617629299124522,0.016092804800592147,0.8939344613206665,125.5,30.0,0.0,0.0,0.0,0.645,0.685,0.23,0.185,0.1,,,,,,,,,,
A,lognormal,5000.0,1.5,0.0,30,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.5864601343061464,0.10539922456186433,24,f10,200,200,0.0020555636641324537,-0.0070872509410517814,0.011626389156431882,-0.001531210009611395,0.05627674955558379,0.055,0.015,0.04,없음,0.7432918484659837,0.7378358322630248,0.5524507558405863,0.5396978983903109,0.007272466958099022,-0.00037345956273809877,-0.0029429238105839195,12.321192575324698,25.0,30.0,0.38762626262626265,1.0,0.25105612352156664,0.01908661066808153,0.9749625415841536,86.0,30.0,0.16666666666666663,-0.0048429031204382245,0.0009676823598500084,0.605,0.685,0.28,0.245,0.0,,,,,,,,,,
A,lognormal,5000.0,1.5,0.0,30,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.5864601343061464,0.10539922456186433,24,f25,200,200,0.002714695551103763,-0.0078035702677961005,0.013751745450597097,-0.004486334763677432,0.07452480596830681,0.17,0.06,0.11,가끔,0.7487841382512461,0.7378358322630248,0.5406746031746031,0.5396978983903109,0.006249335086775054,-0.0011556619836811666,-0.007003290915097327,8.630419663601327,18.0,30.0,0.4913767469521261,1.0,0.2486241950802005,0.030524308031554037,0.9541048075892172,56.0,30.0,0.4,-0.014371758335812834,-0.0009655570346462916,0.59,0.685,0.305,0.28,0.075,,,,,,,,,,
A,lognormal,5000.0,1.5,0.0,30,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.5864601343061464,0.10539922456186433,24,f50,200,200,0.012734301466040931,-0.005940429347243925,0.0254375144698048,-0.005075812901156793,0.10554127457272733,0.315,0.135,0.18,가끔,0.7593097140801237,0.7378358322630248,0.56,0.5396978983903109,0.00809684788592463,-0.00043543733010936725,0.0006616070918293859,5.67741935483871,11.0,30.0,0.6233108108108107,1.0,0.2367170184295631,0.03965697710409243,0.8753746070399353,32.5,30.0,0.6333333333333333,-0.010714407798594894,0.011229755590097867,0.6,0.685,0.325,0.3,0.095,,,,,,,,,,
A,lognormal,5000.0,1.5,0.0,30,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.5864601343061464,0.10539922456186433,24,rep_point,200,200,-0.0001069247136684659,-0.0009168269094408377,0.0008144846379565251,0.00010397957100012623,0.006093280637419825,0.0,0.0,0.0,없음,0.7395308981736303,0.7378358322630248,0.5333333333333333,0.5396978983903109,0.0,-0.0002223045591845385,0.0,30.0,30.0,30.0,0.1,1.0,0.254650795925089,0.01365322649728773,0.0,30.0,30.0,0.0,0.0,0.0,0.705,0.685,0.03,0.025,0.28,,,,,,,,,,
A,lognormal,5000.0,1.5,0.0,30,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.5864601343061464,0.10539922456186433,24,soft,200,200,0.00906482287036603,-0.001683984125076865,0.01962432127144309,-0.004043706781125776,0.07858241206443363,0.19,0.06,0.13,가끔,0.7536678319593394,0.7378358322630248,0.5525573670840653,0.5396978983903109,0.009667084348927546,-0.000593159118518205,0.0,8.642583314170448,30.0,30.0,0.5023215328332048,1.0,0.24984582339300765,0.024030227787828762,1.5720056948041008,140.0,30.0,0.0,0.0,0.0,0.595,0.685,0.31,0.29,0.07,,,,,,,,,,
A,lognormal,5000.0,1.5,0.0,200,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.5864601343061464,0.10539922456186433,25,any,200,200,0.0009317170872902847,-0.002374174910843019,0.0032900579503454264,6.726802890502926e-05,0.017948290263752102,0.0,0.0,0.0,없음,0.7387087408761164,0.7363680632829348,0.5270371603881336,0.5312759640648568,0.001308070245301829,4.4001680192473636e-05,0.0,93.110881070072,200.0,200.0,0.3451656102568812,1.0,0.2523737242511172,0.004519364583471873,1.0714370690825445,945.0,200.0,0.0,0.0,0.0,0.73,0.805,0.225,0.085,0.065,,,,,,,,,,
A,lognormal,5000.0,1.5,0.0,200,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.5864601343061464,0.10539922456186433,25,center,200,200,-0.004236718457143129,-0.010178651616246537,0.0036818280975432494,-0.005565824683876992,0.037137019882209556,0.01,0.0,0.01,없음,0.7324595912366825,0.7363680632829348,0.5251383336422122,0.5312759640648568,-0.0009014739889350865,-0.004033639003187983,0.0019096297044757238,34.824660355899,108.0,200.0,0.5765562073288585,1.0,0.2531343230316361,-0.0027741586015146962,1.432444225321606,298.0,200.0,0.45999999999999996,-0.0018435490369981267,0.004678791627590662,0.645,0.805,0.36,0.215,0.11,,,,,,,,,,
A,lognormal,5000.0,1.5,0.0,200,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.5864601343061464,0.10539922456186433,25,f01,200,200,9.640880330208379e-05,-0.0030865422241772578,0.0037707923132285215,-0.0005241440351918353,0.018923745192529266,0.0,0.0,0.0,없음,0.7368946416397648,0.7363680632829348,0.5266743729858484,0.5312759640648568,0.0006499196592584244,-0.0006489405425734174,0.0,88.52582447425291,199.0,200.0,0.3601912899933764,1.0,0.25254055428251154,0.0021917008583634346,1.1176466077387357,851.0,200.0,0.0050000000000000044,0.0,0.0,0.73,0.805,0.215,0.08,0.065,,,,,,,,,,
A,lognormal,5000.0,1.5,0.0,200,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.5864601343061464,0.10539922456186433,25,f10,200,200,-0.0006606591118060168,-0.0054471276346885755,0.0025177210066670286,-0.002705119504198252,0.024746070792242565,0.005,0.0,0.005,없음,0.7355047967854955,0.7363680632829348,0.5290062947647801,0.5312759640648568,0.0010060886625778975,-0.002275285329220056,0.0011778782500880824,62.17277133099576,164.0,200.0,0.43907974018127044,1.0,0.25420651156261287,0.0030024078710330555,1.2775977985547073,591.5,200.0,0.18000000000000005,1.7742561834954707e-05,0.00248186152630403,0.695,0.805,0.26,0.115,0.0,,,,,,,,,,
A,lognormal,5000.0,1.5,0.0,200,1,equal,0.0,0.95,0.5,0.0,0.7367420049605218,0.5864601343061464,0.10539922456186433,25,f25,200,200,-0.0011577439916692356,-0.008108817469270169,0.0043084050784678585,-0.003913495272158635,0.032659926380451454,0.005,0.0,0.005,없음,0.7338127875123872,0.7363680632829348,0.5290736984448952,0.5312759640648568,-0.0028423532592025125,-0.0033246388541313676,0.0037815830493561076,41.335572472488295,119.0,200.0,0.5421719872724988,1.0,0.2522147148193054,-0.008328448814200529,1.3431483913749744,399.0,200.0,0.405,0.0006326643897345274,0.006142905450914782,0.655,0.805,0.33,0.165,0.08,,,,,,,,,,
