prior,config,held_event,n_test,n_positive,grid_auc,cluster_auc,observed_label_ap,top20_capture
"2006,2012,2014","random_forest|F1|max_depth=2,min_samples_leaf=200",2014,75092,132,0.8279103400601532,0.8093754800727662,0.005432946199968019,0.6742424242424242
"2006,2012,2014","random_forest|F1|max_depth=4,min_samples_leaf=400",2006,75067,107,0.8624178378000977,0.8669724026905491,0.005295212229133813,0.7850467289719626
"2006,2012,2014","random_forest|F1|max_depth=4,min_samples_leaf=400",2012,75166,206,0.8218362414647036,0.726956060270741,0.007808776237475204,0.6417475728155375
"2006,2012,2014","random_forest|F1|max_depth=4,min_samples_leaf=400",2014,75092,132,0.851782870055949,0.8181749474409842,0.007676419923394179,0.6742424242424242
"2006,2012,2014",xgboost|F1|max_depth=1,2006,75067,107,0.875858152385322,0.8820281395341212,0.006723003627131759,0.7757009345794392
"2006,2012,2014",xgboost|F1|max_depth=1,2012,75166,206,0.8354640921760215,0.6831038835985982,0.009897562774628232,0.7572815533980582
"2006,2012,2014",xgboost|F1|max_depth=1,2014,75092,132,0.8346904207496524,0.7932258790438046,0.009196225482995946,0.6136363636363636
"2006,2012,2014",xgboost|F1|max_depth=3,2006,75067,107,0.8657068193379147,0.8639850214020957,0.007018292117047322,0.7289719626168224
"2006,2012,2014",xgboost|F1|max_depth=3,2012,75166,206,0.820382844960678,0.7085169362588168,0.008017944791001586,0.6116504854368932
"2006,2012,2014",xgboost|F1|max_depth=3,2014,75092,132,0.8569687671808802,0.7962414244143118,0.010293574718799003,0.7196969696969697
"2006,2012,2014",ridge|F2|C=0.1,2006,75067,107,0.8235746915488884,0.8273639725108897,0.003764297333357048,0.7009345794392523
"2006,2012,2014",ridge|F2|C=0.1,2012,75166,206,0.8139343572235289,0.629379413229233,0.00755467774138144,0.7087378640776699
"2006,2012,2014",ridge|F2|C=0.1,2014,75092,132,0.8052803919666246,0.793079365075007,0.004467056265069756,0.6666666666666666
"2006,2012,2014",ridge|F2|C=1.0,2006,75067,107,0.8119944344148656,0.826365463526272,0.003504461140968089,0.6448598130841121
"2006,2012,2014",ridge|F2|C=1.0,2012,75166,206,0.8178970531856473,0.648549350985913,0.007692167869109125,0.7038834951456311
"2006,2012,2014",ridge|F2|C=1.0,2014,75092,132,0.8006634851718895,0.7900910898543638,0.0043351627086029325,0.6590909090909091
