score,unit,stratum,storm,metric,value,ci_lo,ci_hi,n_units,test_event,role,year,n_polygons,train_events,nested_status,run_id
slope_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.4894,,,47,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,UNIVERSE,ALL,capture_0.2,0.36337975301881353,,,38,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,UNIVERSE,ALL,observed-label_auc,0.7060697486826529,0.5552,0.7982,47,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.6708,0.5359,0.7981,14,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,UNIVERSE,ALL,capture_0.2,0.5319,,,47,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,UNIVERSE,ALL,capture_0.2,0.44471409221617186,,,38,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,UNIVERSE,ALL,observed-label_auc,0.6996469614590863,0.5411,0.7995,47,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.661,0.5253,0.7894,14,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,UNIVERSE,ALL,capture_0.2,0.4894,,,47,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,UNIVERSE,ALL,capture_0.2,0.3738825313621475,,,38,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,UNIVERSE,ALL,observed-label_auc,0.5978754832018606,0.3865,0.7215,47,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.5144,0.3524,0.6652,14,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,UNIVERSE,ALL,capture_0.2,0.2766,,,47,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,UNIVERSE,ALL,capture_0.2,0.22291668815026028,,,38,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,UNIVERSE,ALL,observed-label_auc,0.5365006149932228,0.4399716478975401,0.6341365310079949,38,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,UNIVERSE,ALL,observed-label_auc,0.6148815628181067,0.5238341441223451,0.7032894191668009,38,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,UNIVERSE,ALL,observed-label_auc,0.6016972008992197,0.5028080087587135,0.7015032524624971,38,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,UNIVERSE,ALL,observed-label_auc,0.4866754588330629,0.3897011495832447,0.5909308766443921,38,2014,development,2014,47,"[2006, 2012]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,ALL,ALL,observed-label_auc,0.8710982008116287,0.7752,0.9201,170,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,ALL,ALL,observed-label_auc,0.8573,0.7814,0.9209,6,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,ALL,ALL,capture_0.2,0.8294,,,170,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,ALL,ALL,capture_0.2,0.752140652410471,,,21,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,ALL,ALL,observed-label_auc,0.9009228561822177,0.8667,0.9155,170,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,ALL,ALL,observed-label_auc,0.9049,0.8593,0.9457,6,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,ALL,ALL,capture_0.2,0.8588,,,170,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,ALL,ALL,capture_0.2,0.8216960086919121,,,21,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,ALL,ALL,observed-label_auc,0.9106010978098537,0.8713,0.9263,170,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,ALL,ALL,observed-label_auc,0.9129,0.8606,0.9518,6,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,ALL,ALL,capture_0.2,0.8824,,,170,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,ALL,ALL,capture_0.2,0.8710437934592002,,,21,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,ALL,ALL,observed-label_auc,0.9106010978098537,0.8713,0.9263,170,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,ALL,ALL,observed-label_auc,0.9129,0.8606,0.9518,6,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,ALL,ALL,capture_0.2,0.8824,,,170,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,ALL,ALL,capture_0.2,0.8710437934592002,,,21,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,ALL,ALL,observed-label_auc,0.855174793438586,0.7890361433773839,0.9072882093659966,21,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,ALL,ALL,observed-label_auc,0.907361802580625,0.872050413708203,0.9390096495539905,21,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,ALL,ALL,observed-label_auc,0.9181651868973348,0.8798640458166513,0.9484234733094962,21,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,ALL,ALL,observed-label_auc,0.9181651868973348,0.8798640458166513,0.9484234733094962,21,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,FLAT,ALL,observed-label_auc,0.7064701321505535,0.5855,0.7624,154,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,FLAT,ALL,observed-label_auc,0.6697,0.5826,0.7536,6,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,FLAT,ALL,capture_0.2,0.4286,,,154,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,FLAT,ALL,capture_0.2,0.24511321887899104,,,21,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,FLAT,ALL,observed-label_auc,0.7386189754056304,0.6655,0.8127,154,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,FLAT,ALL,observed-label_auc,0.7707,0.6575,0.8772,6,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,FLAT,ALL,capture_0.2,0.513,,,154,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,FLAT,ALL,capture_0.2,0.5284431984507745,,,21,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,FLAT,ALL,observed-label_auc,0.7704102197188237,0.7054,0.8288,154,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,FLAT,ALL,observed-label_auc,0.7955,0.6987,0.8924,6,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,FLAT,ALL,capture_0.2,0.5909,,,154,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,FLAT,ALL,capture_0.2,0.6140001699019767,,,21,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,FLAT,ALL,observed-label_auc,0.7704102197188237,0.7054,0.8288,154,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,FLAT,ALL,observed-label_auc,0.7955,0.6987,0.8924,6,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,FLAT,ALL,capture_0.2,0.5909,,,154,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,FLAT,ALL,capture_0.2,0.6140001699019767,,,21,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,FLAT,ALL,observed-label_auc,0.6353762602438633,0.541172626595695,0.7266432705923904,21,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,FLAT,ALL,observed-label_auc,0.7502028469189442,0.6681403139114757,0.8280407123601168,21,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,FLAT,ALL,observed-label_auc,0.7795509416618897,0.6931717332880809,0.8517978406549921,21,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,FLAT,ALL,observed-label_auc,0.7795509416618897,0.6931717332880809,0.8517978406549921,21,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,URBAN,ALL,observed-label_auc,0.7337565547981122,0.5649,0.8177,160,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,URBAN,ALL,observed-label_auc,0.6979,0.5709,0.823,6,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,URBAN,ALL,capture_0.2,0.5687,,,160,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,URBAN,ALL,capture_0.2,0.4849944100259006,,,20,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,URBAN,ALL,observed-label_auc,0.7366229680125852,0.6399,0.7888,160,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,URBAN,ALL,observed-label_auc,0.7511,0.6336,0.8567,6,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,URBAN,ALL,capture_0.2,0.525,,,160,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,URBAN,ALL,capture_0.2,0.5412882282743193,,,20,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,URBAN,ALL,observed-label_auc,0.7564594257996854,0.6507,0.8107,160,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,URBAN,ALL,observed-label_auc,0.7663,0.6378,0.869,6,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,URBAN,ALL,capture_0.2,0.5813,,,160,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,URBAN,ALL,capture_0.2,0.6244753319091577,,,20,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,URBAN,ALL,observed-label_auc,0.7564594257996854,0.6507,0.8107,160,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,URBAN,ALL,observed-label_auc,0.7663,0.6378,0.869,6,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,URBAN,ALL,capture_0.2,0.5813,,,160,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,URBAN,ALL,capture_0.2,0.6244753319091577,,,20,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,URBAN,ALL,observed-label_auc,0.6857883149412167,0.5705948579782187,0.7827972460906851,20,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,URBAN,ALL,observed-label_auc,0.7440239396265853,0.639969457454649,0.8270356183633353,20,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,URBAN,ALL,observed-label_auc,0.7672147269726162,0.6578420770567827,0.8469322469172694,20,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,URBAN,ALL,observed-label_auc,0.7672147269726162,0.6578420770567827,0.8469322469172694,20,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,AGRI,ALL,observed-label_auc,0.8307131901840491,0.8307,0.8307,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,AGRI,ALL,observed-label_auc,0.8307,0.8307,0.8307,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,AGRI,ALL,observed-label_auc,0.9999041411042945,0.9999,0.9999,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,AGRI,ALL,observed-label_auc,0.9999,0.9999,0.9999,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,AGRI,ALL,observed-label_auc,1.0,1.0,1.0,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,AGRI,ALL,observed-label_auc,1.0,1.0,1.0,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,AGRI,ALL,observed-label_auc,1.0,1.0,1.0,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,AGRI,ALL,observed-label_auc,1.0,1.0,1.0,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,AGRI,ALL,capture_0.2,1.0,,,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,AGRI,ALL,observed-label_auc,0.8680874929893437,0.8680874929893437,0.8680874929893437,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,AGRI,ALL,observed-label_auc,1.0,1.0,1.0,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,AGRI,ALL,observed-label_auc,1.0,1.0,1.0,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,AGRI,ALL,observed-label_auc,1.0,1.0,1.0,1,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,UNIVERSE,ALL,observed-label_auc,0.8245689266046764,0.6325,0.913,132,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.7968,0.6672,0.9084,6,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,UNIVERSE,ALL,capture_0.2,0.75,,,132,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,UNIVERSE,ALL,capture_0.2,0.7267442659364736,,,20,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,UNIVERSE,ALL,observed-label_auc,0.8295292798892601,0.7153,0.8757,132,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.8237,0.7253,0.9041,6,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,UNIVERSE,ALL,capture_0.2,0.7576,,,132,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,UNIVERSE,ALL,capture_0.2,0.7545027278817502,,,20,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,UNIVERSE,ALL,observed-label_auc,0.8486052180193193,0.7162,0.896,132,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.8361,0.7287,0.9228,6,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,UNIVERSE,ALL,capture_0.2,0.7955,,,132,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,UNIVERSE,ALL,capture_0.2,0.7944188499798484,,,20,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,UNIVERSE,ALL,observed-label_auc,0.8486052180193193,0.7162,0.896,132,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,UNIVERSE,ALL,observed-label_auc,0.8361,0.7287,0.9228,6,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,UNIVERSE,ALL,capture_0.2,0.7955,,,132,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,UNIVERSE,ALL,capture_0.2,0.7944188499798484,,,20,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,UNIVERSE,ALL,observed-label_auc,0.7931679978765962,0.6736490979273377,0.8908911881230706,20,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,UNIVERSE,ALL,observed-label_auc,0.8428646285372897,0.7716815199385124,0.9050476504977542,20,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,UNIVERSE,ALL,observed-label_auc,0.8701671464676413,0.7995102345843959,0.9245828163762915,20,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,UNIVERSE,ALL,observed-label_auc,0.8701671464676413,0.7995102345843959,0.9245828163762915,20,2016,development,2016,21,"[2006, 2012, 2014]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,ALL,ALL,observed-label_auc,0.9131891249279496,0.7921,0.9244,56,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,ALL,ALL,observed-label_auc,0.8676,0.7921,0.9244,3,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,ALL,ALL,capture_0.2,0.9286,,,56,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,ALL,ALL,capture_0.2,0.5608191553154864,,,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,ALL,ALL,observed-label_auc,0.9717274150183539,0.7886,0.9761,56,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,ALL,ALL,observed-label_auc,0.9121,0.7886,0.9761,3,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,ALL,ALL,capture_0.2,0.9821,,,56,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,ALL,ALL,capture_0.2,0.6988923900256243,,,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,ALL,ALL,observed-label_auc,0.968226804485332,0.779,0.9743,56,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,ALL,ALL,observed-label_auc,0.9055,0.779,0.9743,3,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,ALL,ALL,capture_0.2,0.9821,,,56,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,ALL,ALL,capture_0.2,0.6988923900256243,,,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,ALL,ALL,observed-label_auc,0.9745614400995055,0.8128,0.9801,56,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,ALL,ALL,observed-label_auc,0.9207,0.8128,0.9801,3,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,ALL,ALL,capture_0.2,1.0,,,56,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,ALL,ALL,capture_0.2,1.0,,,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,ALL,ALL,observed-label_auc,0.8795802700696598,0.8379386656266077,0.9274797813225432,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,ALL,ALL,observed-label_auc,0.9132502124893644,0.8581910502736322,0.9777496420962298,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,ALL,ALL,observed-label_auc,0.9110652187974214,0.8520963431501275,0.9736944419777612,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,ALL,ALL,observed-label_auc,0.9156198143059421,0.8675571681422257,0.9785505663124293,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,FLAT,ALL,observed-label_auc,0.7284520540869157,0.3154,0.751,55,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cluster_gate,FLAT,ALL,observed-label_auc,0.5834,0.3154,0.751,3,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,cell_gate,FLAT,ALL,capture_0.2,0.4727,,,55,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
slope_neg,object,FLAT,ALL,capture_0.2,0.2570643235425725,,,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,FLAT,ALL,observed-label_auc,0.9130083562139159,0.3407,0.9266,55,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cluster_gate,FLAT,ALL,observed-label_auc,0.73,0.3407,0.9266,3,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,cell_gate,FLAT,ALL,capture_0.2,0.8545,,,55,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
rf_F1_wf,object,FLAT,ALL,capture_0.2,0.5096447287874241,,,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,FLAT,ALL,observed-label_auc,0.9016895207594102,0.2965,0.9154,55,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cluster_gate,FLAT,ALL,observed-label_auc,0.7054,0.2965,0.9154,3,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,cell_gate,FLAT,ALL,capture_0.2,0.8,,,55,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_rf,object,FLAT,ALL,capture_0.2,0.4794116146820554,,,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,FLAT,ALL,observed-label_auc,0.9222069464256623,0.4039,0.9344,55,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,cluster_gate,FLAT,ALL,observed-label_auc,0.7537,0.4039,0.9344,3,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,cell_gate,FLAT,ALL,capture_0.2,0.8182,,,55,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
nested_all,object,FLAT,ALL,capture_0.2,0.4956940000205935,,,7,2019,development,2019,7,"[2006, 2012, 2014, 2016]",선택,m3_20260926T164916Z_f383cb3
