test_event,role,rule,size_m,score,cell_auc,cell_auc_sklearn,identity_abs_diff,auc_from_objects,object_auc,mean_A_survivors,mean_At_survivors,term_size_weight,term_within_object,term_erasure,n_eff,n_objects,n_survive,n_survive_no_At,orphan_weight,n_orphan_cells
2006,development,f01,100,impervious,0.4820750205881572,0.48207502058815715,1.1102230246251565e-16,0.4820750205881571,0.5081832871054498,0.5433078304306393,0.5081832871054498,-0.06123280984248225,0.03512454332518955,0.0,12.839628225595968,19,19,0.0,0.0,0.0
2006,development,f01,100,hand_neg,0.9270424803474564,0.9270424803474563,2.220446049250313e-16,0.9270424803474562,0.9169905877075856,0.9016369316064491,0.9169905877075856,0.02540554874100709,-0.015353656101136481,0.0,12.839628225595968,19,19,0.0,0.0,0.0
2006,development,f01,100,hand_acc_neg,0.9358389365278882,0.9358389365278883,2.220446049250313e-16,0.935838936527888,0.9213673295683819,0.9059475158203746,0.9213673295683819,0.029891420707513383,-0.015419813748007272,0.0,12.839628225595968,19,19,0.0,0.0,0.0
2006,development,f01,100,L1,0.38657929458239015,0.38657929458239015,5.551115123125783e-17,0.3865792945823901,0.36931948820801597,0.36738322302766047,0.36931948820801597,0.019196071554729632,-0.0019362651803555009,0.0,12.839628225595968,19,19,0.0,0.0,0.0
2006,development,f01,100,z_sensitivity,0.7542526720328702,0.7542526720328703,1.1102230246251565e-16,0.7542526720328702,0.7339420037034096,0.7239651716061298,0.7339420037034096,0.030287500426740332,-0.00997683209727973,0.0,12.839628225595968,19,19,0.0,0.0,0.0
2006,development,f10,100,slope_neg,0.898343431163811,0.898343431163811,2.220446049250313e-16,0.8983434311638108,0.8851852285358418,0.8641157866064166,0.8851852285358418,0.03422764455739413,-0.02106944192942517,0.0,12.958070862610107,19,19,0.0,0.0,0.0
2006,development,f10,100,relelev_neg,0.5007989349024143,0.5007989349024142,2.220446049250313e-16,0.5007989349024141,0.496765423322278,0.4928259241069868,0.496765423322278,0.007973010795427338,-0.003939499215291242,0.0,12.958070862610107,19,19,0.0,0.0,0.0
2006,development,f10,100,twi,0.8739509984110673,0.8739509984110673,2.220446049250313e-16,0.873950998411067,0.8422664708504762,0.8228046668131533,0.8422664708504762,0.05114633159791371,-0.019461804037322894,0.0,12.958070862610107,19,19,0.0,0.0,0.0
2006,development,f10,100,impervious,0.4767214089852838,0.47672140898528376,5.551115123125783e-17,0.4767214089852838,0.5081832871054498,0.5362373091714536,0.5081832871054498,-0.05951590018616981,0.028054022066003825,0.0,12.958070862610107,19,19,0.0,0.0,0.0
2006,development,f10,100,hand_neg,0.9268187297201922,0.9268187297201922,1.1102230246251565e-16,0.9268187297201921,0.9169905877075856,0.9015895092264706,0.9169905877075856,0.02522922049372145,-0.015401078481114938,0.0,12.958070862610107,19,19,0.0,0.0,0.0
2006,development,f10,100,hand_acc_neg,0.9348709483983505,0.9348709483983505,0.0,0.9348709483983505,0.9213673295683819,0.9058943312660166,0.9213673295683819,0.028976617132333904,-0.01547299830236526,0.0,12.958070862610107,19,19,0.0,0.0,0.0
2006,development,f10,100,L1,0.38693237174000983,0.38693237174000983,5.551115123125783e-17,0.3869323717400098,0.36931948820801597,0.3674293785622531,0.36931948820801597,0.019502993177756667,-0.0018901096457628608,0.0,12.958070862610107,19,19,0.0,0.0,0.0
2006,development,f10,100,z_sensitivity,0.7544419303478709,0.7544419303478709,2.220446049250313e-16,0.7544419303478707,0.7339420037034096,0.7241143234134906,0.7339420037034096,0.03032760693438008,-0.009827680289918983,0.0,12.958070862610107,19,19,0.0,0.0,0.0
2006,development,f25,100,slope_neg,0.9076855790078606,0.9076855790078606,1.1102230246251565e-16,0.9076855790078605,0.8851852285358418,0.8748776309052487,0.8851852285358418,0.032807948102611784,-0.01030759763059308,0.0,12.40301550400854,19,19,0.0,0.0,0.0
2006,development,f25,100,relelev_neg,0.5014262376878224,0.5014262376878224,1.1102230246251565e-16,0.5014262376878222,0.496765423322278,0.5060737554717806,0.496765423322278,-0.004647517783958333,0.009308332149502552,0.0,12.40301550400854,19,19,0.0,0.0,0.0
2006,development,f25,100,twi,0.88243738596173,0.88243738596173,1.1102230246251565e-16,0.8824373859617299,0.8422664708504762,0.8379117913399619,0.8422664708504762,0.04452559462176808,-0.004354679510514381,0.0,12.40301550400854,19,19,0.0,0.0,0.0
2006,development,f25,100,impervious,0.45736572090833943,0.45736572090833943,5.551115123125783e-17,0.4573657209083394,0.5081832871054498,0.5106263346882465,0.5081832871054498,-0.053260613779907096,0.0024430475827966758,0.0,12.40301550400854,19,19,0.0,0.0,0.0
2006,development,f25,100,hand_neg,0.9328524725502927,0.9328524725502927,2.220446049250313e-16,0.9328524725502925,0.9169905877075856,0.9104448191454201,0.9169905877075856,0.022407653404872385,-0.006545768562165488,0.0,12.40301550400854,19,19,0.0,0.0,0.0
2006,development,f25,100,hand_acc_neg,0.9402845609770293,0.9402845609770294,1.1102230246251565e-16,0.9402845609770292,0.9213673295683819,0.9151636131358868,0.9213673295683819,0.025120947841142383,-0.0062037164324950655,0.0,12.40301550400854,19,19,0.0,0.0,0.0
