verdict,rule,size_m,config_class,other,diff_ref,diff,material_reversal
V2,f25,1000,both,twi,-0.04935528729476246,-0.6259154379455132,False
V2,f25,1000,both,impervious,-0.016811175287431368,-0.16887999218826288,False
V2,f25,1000,both,hand_neg,-0.07073425056127736,-0.6278683722292745,False
V2,f25,1000,both,hand_acc_neg,-0.08632337686517555,-0.6220583927350846,False
V2,f25,1000,both,z_sensitivity,-0.082863846552516,-0.45034664583536754,False
V2,f25,1000,both,rf_F1_wf,-0.06348447564061732,-0.5065911532076947,False
V2,f25,1000,both,logit_F1_wf,-0.05483917335882804,-0.5212381603359048,False
V1,f50,100,rule_only,slope_neg,-0.48602921064533106,-0.545956623711388,False
V1,f50,100,rule_only,relelev_neg,-0.02658659385314549,-0.046407513492689734,False
V1,f50,100,rule_only,twi,-0.4549179144959405,-0.511199317331948,False
V1,f50,100,rule_only,impervious,0.007884360784997269,-0.001904477926904291,False
V1,f50,100,rule_only,hand_neg,-0.48604053865047775,-0.5353737582697127,False
V1,f50,100,rule_only,hand_acc_neg,-0.4848484151615086,-0.5379564302227915,False
V1,f50,100,rule_only,z_sensitivity,-0.2991048182339064,-0.32962294495779026,False
V1,f50,100,rule_only,rf_F1_wf,-0.4075544816095638,-0.4522783933373709,False
V1,f50,100,rule_only,logit_F1_wf,-0.41059158473372864,-0.4541183003054145,False
V2,f50,100,rule_only,slope_neg,-0.08062375096546393,-0.1114255009567342,False
V2,f50,100,rule_only,relelev_neg,0.24240681919101803,0.24889820292492226,False
V2,f50,100,rule_only,twi,-0.04935528729476246,-0.05918386536916953,False
V2,f50,100,rule_only,impervious,-0.016811175287431368,-0.008158679485135156,False
V2,f50,100,rule_only,hand_neg,-0.07073425056127736,-0.07510376021603005,False
V2,f50,100,rule_only,hand_acc_neg,-0.08632337686517555,-0.09768914697093167,False
V2,f50,100,rule_only,z_sensitivity,-0.082863846552516,-0.09163204410427217,False
V2,f50,100,rule_only,rf_F1_wf,-0.06348447564061732,-0.09991482956925168,False
V2,f50,100,rule_only,logit_F1_wf,-0.05483917335882804,-0.054645289963736965,False
V1,f50,200,both,slope_neg,-0.48602921064533106,-0.5823741227883885,False
V1,f50,200,both,relelev_neg,-0.02658659385314549,-0.06995865837946519,False
V1,f50,200,both,twi,-0.4549179144959405,-0.5660523235784098,False
V1,f50,200,both,impervious,0.007884360784997269,-0.020393665670881078,False
V1,f50,200,both,hand_neg,-0.48604053865047775,-0.5934308825680887,False
V1,f50,200,both,hand_acc_neg,-0.4848484151615086,-0.590397629935864,False
V1,f50,200,both,z_sensitivity,-0.2991048182339064,-0.3573638581737008,False
V1,f50,200,both,rf_F1_wf,-0.4075544816095638,-0.47246971348746786,False
V1,f50,200,both,logit_F1_wf,-0.41059158473372864,-0.48028651253226856,False
V2,f50,200,both,slope_neg,-0.08062375096546393,-0.10323390344988614,False
V2,f50,200,both,relelev_neg,0.24240681919101803,0.24512129349159817,False
V2,f50,200,both,twi,-0.04935528729476246,-0.11564405858458282,False
V2,f50,200,both,impervious,-0.016811175287431368,-0.03805409852926045,False
V2,f50,200,both,hand_neg,-0.07073425056127736,-0.08594416693768747,False
V2,f50,200,both,hand_acc_neg,-0.08632337686517555,-0.10936301105847923,False
V2,f50,200,both,z_sensitivity,-0.082863846552516,-0.09432774335582106,False
V2,f50,200,both,rf_F1_wf,-0.06348447564061732,-0.11606230590816713,False
V2,f50,200,both,logit_F1_wf,-0.05483917335882804,-0.04599189812274995,False
V1,f50,500,both,slope_neg,-0.48602921064533106,-0.604834054834055,False
V1,f50,500,both,relelev_neg,-0.02658659385314549,-0.09997294372294374,False
V1,f50,500,both,twi,-0.4549179144959405,-0.6081800144300145,False
V1,f50,500,both,impervious,0.007884360784997269,-0.06265331890331888,False
V1,f50,500,both,hand_neg,-0.48604053865047775,-0.6123511904761904,False
V1,f50,500,both,hand_acc_neg,-0.4848484151615086,-0.6093885281385283,False
V1,f50,500,both,z_sensitivity,-0.2991048182339064,-0.40181277056277065,False
V1,f50,500,both,rf_F1_wf,-0.4075544816095638,-0.47957251082251084,False
V1,f50,500,both,logit_F1_wf,-0.41059158473372864,-0.5008477633477634,False
V2,f50,500,both,slope_neg,-0.08062375096546393,-0.604834054834055,False
V2,f50,500,both,relelev_neg,0.24240681919101803,-0.09997294372294374,True
V2,f50,500,both,twi,-0.04935528729476246,-0.6081800144300145,False
V2,f50,500,both,impervious,-0.016811175287431368,-0.06265331890331888,False
V2,f50,500,both,hand_neg,-0.07073425056127736,-0.6123511904761904,False
V2,f50,500,both,hand_acc_neg,-0.08632337686517555,-0.6093885281385283,False
V2,f50,500,both,z_sensitivity,-0.082863846552516,-0.40181277056277065,False
V2,f50,500,both,rf_F1_wf,-0.06348447564061732,-0.47957251082251084,False
V2,f50,500,both,logit_F1_wf,-0.05483917335882804,-0.5008477633477634,False
V1,f50,1000,both,slope_neg,-0.48602921064533106,-0.6369747899159663,False
V1,f50,1000,both,relelev_neg,-0.02658659385314549,-0.17356760886172645,False
V1,f50,1000,both,twi,-0.4549179144959405,-0.6379679144385026,False
V1,f50,1000,both,impervious,0.007884360784997269,-0.12230710466004585,False
V1,f50,1000,both,hand_neg,-0.48604053865047775,-0.6385026737967914,False
V1,f50,1000,both,hand_acc_neg,-0.4848484151615086,-0.6318563789152025,False
V1,f50,1000,both,z_sensitivity,-0.2991048182339064,-0.4482811306340719,False
V1,f50,1000,both,rf_F1_wf,-0.4075544816095638,-0.5067990832696716,False
V1,f50,1000,both,logit_F1_wf,-0.41059158473372864,-0.5229946524064171,False
V2,f50,1000,both,slope_neg,-0.08062375096546393,-0.6369747899159663,False
V2,f50,1000,both,relelev_neg,0.24240681919101803,-0.17356760886172645,True
V2,f50,1000,both,twi,-0.04935528729476246,-0.6379679144385026,False
V2,f50,1000,both,impervious,-0.016811175287431368,-0.12230710466004585,False
V2,f50,1000,both,hand_neg,-0.07073425056127736,-0.6385026737967914,False
V2,f50,1000,both,hand_acc_neg,-0.08632337686517555,-0.6318563789152025,False
V2,f50,1000,both,z_sensitivity,-0.082863846552516,-0.4482811306340719,False
V2,f50,1000,both,rf_F1_wf,-0.06348447564061732,-0.5067990832696716,False
V2,f50,1000,both,logit_F1_wf,-0.05483917335882804,-0.5229946524064171,False
V1,rep_point,100,rule_only,slope_neg,-0.48602921064533106,-0.106345833166541,False
V1,rep_point,100,rule_only,relelev_neg,-0.02658659385314549,0.0731505990353607,True
V1,rep_point,100,rule_only,twi,-0.4549179144959405,-0.10510811212770832,False
V1,rep_point,100,rule_only,impervious,0.007884360784997269,0.09752502542792096,False
V1,rep_point,100,rule_only,hand_neg,-0.48604053865047775,-0.13647784651733175,False
V1,rep_point,100,rule_only,hand_acc_neg,-0.4848484151615086,-0.14379788827726814,False
V1,rep_point,100,rule_only,z_sensitivity,-0.2991048182339064,-0.10097090683519461,False
V1,rep_point,100,rule_only,rf_F1_wf,-0.4075544816095638,-0.1294638382968304,False
V1,rep_point,100,rule_only,logit_F1_wf,-0.41059158473372864,-0.12207564298819051,False
V2,rep_point,100,rule_only,slope_neg,-0.08062375096546393,0.009597381818449602,False
V2,rep_point,100,rule_only,relelev_neg,0.24240681919101803,0.20733460366184908,False
V2,rep_point,100,rule_only,twi,-0.04935528729476246,0.008085783783993161,False
V2,rep_point,100,rule_only,impervious,-0.016811175287431368,-0.014208940067896303,False
V2,rep_point,100,rule_only,hand_neg,-0.07073425056127736,-0.02728867305153293,False
V2,rep_point,100,rule_only,hand_acc_neg,-0.08632337686517555,-0.033531458671228975,False
V2,rep_point,100,rule_only,z_sensitivity,-0.082863846552516,-0.03061070279921163,False
V2,rep_point,100,rule_only,rf_F1_wf,-0.06348447564061732,-0.022758387829033833,False
V2,rep_point,100,rule_only,logit_F1_wf,-0.05483917335882804,-0.01716726598214313,False
V1,rep_point,200,both,slope_neg,-0.48602921064533106,-0.11514917979324013,False
V1,rep_point,200,both,relelev_neg,-0.02658659385314549,0.06150961692270862,True
V1,rep_point,200,both,twi,-0.4549179144959405,-0.1314260586303062,False
V1,rep_point,200,both,impervious,0.007884360784997269,0.04649104152432337,False
V1,rep_point,200,both,hand_neg,-0.48604053865047775,-0.15225254605719196,False
V1,rep_point,200,both,hand_acc_neg,-0.4848484151615086,-0.14825288334079434,False
V1,rep_point,200,both,z_sensitivity,-0.2991048182339064,-0.11135318925206117,False
V1,rep_point,200,both,rf_F1_wf,-0.4075544816095638,-0.14051923074538453,False
V1,rep_point,200,both,logit_F1_wf,-0.41059158473372864,-0.13495870135893062,False
V2,rep_point,200,both,slope_neg,-0.08062375096546393,0.021776995270607058,True
V2,rep_point,200,both,relelev_neg,0.24240681919101803,0.19501842115928614,False
V2,rep_point,200,both,twi,-0.04935528729476246,0.000296410639787803,False
V2,rep_point,200,both,impervious,-0.016811175287431368,-0.043878621513284255,False
V2,rep_point,200,both,hand_neg,-0.07073425056127736,-0.03267011844144696,False
V2,rep_point,200,both,hand_acc_neg,-0.08632337686517555,-0.030773582975466618,False
V2,rep_point,200,both,z_sensitivity,-0.082863846552516,-0.03315125887430359,False
V2,rep_point,200,both,rf_F1_wf,-0.06348447564061732,-0.03624665743724542,False
V2,rep_point,200,both,logit_F1_wf,-0.05483917335882804,-0.02007132262908018,False
V1,rep_point,500,both,slope_neg,-0.48602921064533106,-0.14271023331813348,False
V1,rep_point,500,both,relelev_neg,-0.02658659385314549,0.038030570755434034,True
V1,rep_point,500,both,twi,-0.4549179144959405,-0.16405300007599932,False
V1,rep_point,500,both,impervious,0.007884360784997269,-0.02937020253837952,False
V1,rep_point,500,both,hand_neg,-0.48604053865047775,-0.1602910301717585,False
V1,rep_point,500,both,hand_acc_neg,-0.4848484151615086,-0.1561455008359931,False
V1,rep_point,500,both,z_sensitivity,-0.2991048182339064,-0.13735465116279066,False
V1,rep_point,500,both,rf_F1_wf,-0.4075544816095638,-0.1626101991184069,False
V1,rep_point,500,both,logit_F1_wf,-0.41059158473372864,-0.16190245478036158,False
V2,rep_point,500,both,slope_neg,-0.08062375096546393,-0.020300329690990715,False
V2,rep_point,500,both,relelev_neg,0.24240681919101803,0.12379349167357256,False
V2,rep_point,500,both,twi,-0.04935528729476246,-0.036149717073012066,False
V2,rep_point,500,both,impervious,-0.016811175287431368,-0.08478945836295004,False
V2,rep_point,500,both,hand_neg,-0.07073425056127736,-0.017900630503295933,False
V2,rep_point,500,both,hand_acc_neg,-0.08632337686517555,-0.020949680340341392,False
V2,rep_point,500,both,z_sensitivity,-0.082863846552516,-0.061554563692441944,False
V2,rep_point,500,both,rf_F1_wf,-0.06348447564061732,-0.0945862268858173,False
V2,rep_point,500,both,logit_F1_wf,-0.05483917335882804,-0.09069584326832247,False
V1,rep_point,1000,both,slope_neg,-0.48602921064533106,-0.12097809067470378,False
V1,rep_point,1000,both,relelev_neg,-0.02658659385314549,0.036437056309673754,True
V1,rep_point,1000,both,twi,-0.4549179144959405,-0.13984412709998695,False
V1,rep_point,1000,both,impervious,0.007884360784997269,-0.09238765731507748,False
V1,rep_point,1000,both,hand_neg,-0.48604053865047775,-0.13224473458047337,False
V1,rep_point,1000,both,hand_acc_neg,-0.4848484151615086,-0.12616992971592045,False
V1,rep_point,1000,both,z_sensitivity,-0.2991048182339064,-0.14211040604655,False
V1,rep_point,1000,both,rf_F1_wf,-0.4075544816095638,-0.14992759680248657,False
V1,rep_point,1000,both,logit_F1_wf,-0.41059158473372864,-0.15063396946115526,False
V2,rep_point,1000,both,slope_neg,-0.08062375096546393,0.009622535089779838,False
V2,rep_point,1000,both,relelev_neg,0.24240681919101803,0.10944868900559546,False
V2,rep_point,1000,both,twi,-0.04935528729476246,-0.0135994796143587,False
V2,rep_point,1000,both,impervious,-0.016811175287431368,-0.046273919236444305,False
V2,rep_point,1000,both,hand_neg,-0.07073425056127736,-0.004036428619267118,False
V2,rep_point,1000,both,hand_acc_neg,-0.08632337686517555,-0.0006670544881459683,False
V2,rep_point,1000,both,z_sensitivity,-0.082863846552516,-0.046700255577107,False
V2,rep_point,1000,both,rf_F1_wf,-0.06348447564061732,-0.06248734065546202,False
V2,rep_point,1000,both,logit_F1_wf,-0.05483917335882804,-0.05484343779007017,False
V1,soft,100,rule_only,slope_neg,-0.48602921064533106,-0.5322885643177233,False
V1,soft,100,rule_only,relelev_neg,-0.02658659385314549,-0.042815079027668734,False
V1,soft,100,rule_only,twi,-0.4549179144959405,-0.49780496004503194,False
V1,soft,100,rule_only,impervious,0.007884360784997269,-0.00014049342229632833,False
V1,soft,100,rule_only,hand_neg,-0.48604053865047775,-0.5249931057692554,False
V1,soft,100,rule_only,hand_acc_neg,-0.4848484151615086,-0.5263791795927926,False
V1,soft,100,rule_only,z_sensitivity,-0.2991048182339064,-0.32276824905516854,False
V1,soft,100,rule_only,rf_F1_wf,-0.4075544816095638,-0.4418955943065098,False
V1,soft,100,rule_only,logit_F1_wf,-0.41059158473372864,-0.44421305753589124,False
V2,soft,100,rule_only,slope_neg,-0.08062375096546393,-0.09637771512289472,False
V2,soft,100,rule_only,relelev_neg,0.24240681919101803,0.24919374390371507,False
V2,soft,100,rule_only,twi,-0.04935528729476246,-0.05213115273960223,False
V2,soft,100,rule_only,impervious,-0.016811175287431368,-0.08807534759200952,False
V2,soft,100,rule_only,hand_neg,-0.07073425056127736,-0.06931867373537604,False
V2,soft,100,rule_only,hand_acc_neg,-0.08632337686517555,-0.08664576818478564,False
V2,soft,100,rule_only,z_sensitivity,-0.082863846552516,-0.04504305613342663,False
V2,soft,100,rule_only,rf_F1_wf,-0.06348447564061732,-0.05228833826830637,False
V2,soft,100,rule_only,logit_F1_wf,-0.05483917335882804,-0.0527870237771354,False
V1,soft,200,both,slope_neg,-0.48602921064533106,-0.5405748987566086,False
V1,soft,200,both,relelev_neg,-0.02658659385314549,-0.05486715619368432,False
V1,soft,200,both,twi,-0.4549179144959405,-0.5268688852170598,False
V1,soft,200,both,impervious,0.007884360784997269,-0.010689598111391918,False
V1,soft,200,both,hand_neg,-0.48604053865047775,-0.5566351916366925,False
V1,soft,200,both,hand_acc_neg,-0.4848484151615086,-0.5519748286268384,False
V1,soft,200,both,z_sensitivity,-0.2991048182339064,-0.3354301230641095,False
V1,soft,200,both,rf_F1_wf,-0.4075544816095638,-0.4414413846868525,False
V1,soft,200,both,logit_F1_wf,-0.41059158473372864,-0.4489111382583319,False
V2,soft,200,both,slope_neg,-0.08062375096546393,-0.08575920389007019,False
V2,soft,200,both,relelev_neg,0.24240681919101803,0.24467814979177782,False
V2,soft,200,both,twi,-0.04935528729476246,-0.06561577385376949,False
V2,soft,200,both,impervious,-0.016811175287431368,-0.08573052769332923,False
V2,soft,200,both,hand_neg,-0.07073425056127736,-0.08713734288831065,False
V2,soft,200,both,hand_acc_neg,-0.08632337686517555,-0.09109858399447857,False
V2,soft,200,both,z_sensitivity,-0.082863846552516,-0.0438318032747359,False
V2,soft,200,both,rf_F1_wf,-0.06348447564061732,-0.07546598705692165,False
V2,soft,200,both,logit_F1_wf,-0.05483917335882804,-0.05067854022668061,False
V1,soft,500,both,slope_neg,-0.48602921064533106,-0.5470006452475953,False
V1,soft,500,both,relelev_neg,-0.02658659385314549,-0.09027836538678685,False
V1,soft,500,both,twi,-0.4549179144959405,-0.5529820877658225,False
V1,soft,500,both,impervious,0.007884360784997269,-0.07078722209937632,False
V1,soft,500,both,hand_neg,-0.48604053865047775,-0.5620714101112609,False
V1,soft,500,both,hand_acc_neg,-0.4848484151615086,-0.557074786987238,False
V1,soft,500,both,z_sensitivity,-0.2991048182339064,-0.36186043190046857,False
V1,soft,500,both,rf_F1_wf,-0.4075544816095638,-0.4438166671809547,False
V1,soft,500,both,logit_F1_wf,-0.41059158473372864,-0.4560734707754702,False
V2,soft,500,both,slope_neg,-0.08062375096546393,-0.049819728215749315,False
V2,soft,500,both,relelev_neg,0.24240681919101803,0.1926637215769228,False
V2,soft,500,both,twi,-0.04935528729476246,-0.056979317904914395,False
V2,soft,500,both,impervious,-0.016811175287431368,-0.0913079277112594,False
V2,soft,500,both,hand_neg,-0.07073425056127736,-0.06742224983616063,False
V2,soft,500,both,hand_acc_neg,-0.08632337686517555,-0.07355991145294738,False
V2,soft,500,both,z_sensitivity,-0.082863846552516,-0.043821663308772685,False
V2,soft,500,both,rf_F1_wf,-0.06348447564061732,-0.06033636325845859,False
V2,soft,500,both,logit_F1_wf,-0.05483917335882804,-0.05534749089178592,False
V1,soft,1000,both,slope_neg,-0.48602921064533106,-0.5442453363255167,False
V1,soft,1000,both,relelev_neg,-0.02658659385314549,-0.14744716751042797,False
V1,soft,1000,both,twi,-0.4549179144959405,-0.5564203498884545,False
V1,soft,1000,both,impervious,0.007884360784997269,-0.14788572798300548,False
V1,soft,1000,both,hand_neg,-0.48604053865047775,-0.5581980339876098,False
V1,soft,1000,both,hand_acc_neg,-0.4848484151615086,-0.5508503218907944,False
V1,soft,1000,both,z_sensitivity,-0.2991048182339064,-0.3960864568775815,False
V1,soft,1000,both,rf_F1_wf,-0.4075544816095638,-0.45377321087206723,False
V1,soft,1000,both,logit_F1_wf,-0.41059158473372864,-0.46224505207101163,False
V2,soft,1000,both,slope_neg,-0.08062375096546393,-0.018259760519545143,False
V2,soft,1000,both,relelev_neg,0.24240681919101803,0.10489439816847979,False
V2,soft,1000,both,twi,-0.04935528729476246,-0.05225632493546106,False
V2,soft,1000,both,impervious,-0.016811175287431368,-0.10422822249417052,False
V2,soft,1000,both,hand_neg,-0.07073425056127736,-0.013495629566424139,False
V2,soft,1000,both,hand_acc_neg,-0.08632337686517555,-0.023532559545260012,False
V2,soft,1000,both,z_sensitivity,-0.082863846552516,-0.04025375676780385,False
V2,soft,1000,both,rf_F1_wf,-0.06348447564061732,-0.052066519808879774,False
V2,soft,1000,both,logit_F1_wf,-0.05483917335882804,-0.043293305949627325,False
