role_group,rule,size_m,group,level,n,n_survive,median_area_m2,survival,n_outside_domain
holdout,f10,100,area_bin,500-1k,13,3,596.8249803514503,0.23076923076923078,0.0
holdout,f10,100,area_bin,1k-5k,36,29,2326.0280791693845,0.8055555555555556,0.0
holdout,f25,100,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout,f25,100,area_bin,1k-5k,36,14,2326.0280791693845,0.3888888888888889,0.0
holdout,f50,100,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout,f50,100,area_bin,1k-5k,36,5,2326.0280791693845,0.1388888888888889,0.0
holdout,center,100,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout,center,100,area_bin,1k-5k,36,13,2326.0280791693845,0.3611111111111111,0.0
holdout,rep_point,100,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout,rep_point,100,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout,soft,100,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout,soft,100,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout,any,200,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout,any,200,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout,f01,200,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout,f01,200,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout,f10,200,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout,f10,200,area_bin,1k-5k,36,16,2326.0280791693845,0.4444444444444444,0.0
holdout,f25,200,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout,f25,200,area_bin,1k-5k,36,9,2326.0280791693845,0.25,0.0
holdout,f50,200,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout,f50,200,area_bin,1k-5k,36,7,2326.0280791693845,0.19444444444444445,0.0
holdout,center,200,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout,center,200,area_bin,1k-5k,36,8,2326.0280791693845,0.2222222222222222,0.0
holdout,rep_point,200,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout,rep_point,200,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout,soft,200,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout,soft,200,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout,any,500,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout,any,500,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout,f01,500,area_bin,500-1k,13,4,596.8249803514503,0.3076923076923077,0.0
holdout,f01,500,area_bin,1k-5k,36,23,2326.0280791693845,0.6388888888888888,0.0
holdout,f10,500,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout,f10,500,area_bin,1k-5k,36,11,2326.0280791693845,0.3055555555555556,0.0
holdout,f25,500,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout,f25,500,area_bin,1k-5k,36,5,2326.0280791693845,0.1388888888888889,0.0
holdout,f50,500,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout,f50,500,area_bin,1k-5k,36,3,2326.0280791693845,0.08333333333333333,0.0
holdout,center,500,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout,center,500,area_bin,1k-5k,36,6,2326.0280791693845,0.16666666666666666,0.0
holdout,rep_point,500,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout,rep_point,500,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout,soft,500,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout,soft,500,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout,any,1000,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout,any,1000,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout,f01,1000,area_bin,500-1k,13,2,596.8249803514503,0.15384615384615385,0.0
holdout,f01,1000,area_bin,1k-5k,36,17,2326.0280791693845,0.4722222222222222,0.0
holdout,f10,1000,area_bin,500-1k,13,1,596.8249803514503,0.07692307692307693,0.0
holdout,f10,1000,area_bin,1k-5k,36,12,2326.0280791693845,0.3333333333333333,0.0
holdout,f25,1000,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout,f25,1000,area_bin,1k-5k,36,0,2326.0280791693845,0.0,0.0
holdout,f50,1000,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout,f50,1000,area_bin,1k-5k,36,0,2326.0280791693845,0.0,0.0
holdout,center,1000,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout,center,1000,area_bin,1k-5k,36,0,2326.0280791693845,0.0,0.0
holdout,rep_point,1000,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout,rep_point,1000,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout,soft,1000,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout,soft,1000,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout_pooled,any,100,area_bin,<500,54,54,239.9485108197684,1.0,0.0
holdout_pooled,any,100,area_bin,5k-20k,39,39,9089.151108118462,1.0,0.0
holdout_pooled,any,100,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,any,100,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout_pooled,any,100,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout_pooled,f01,100,area_bin,<500,54,47,239.9485108197684,0.8703703703703703,0.0
holdout_pooled,f01,100,area_bin,5k-20k,39,39,9089.151108118462,1.0,0.0
holdout_pooled,f01,100,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,f01,100,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout_pooled,f01,100,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout_pooled,f10,100,area_bin,<500,54,5,239.9485108197684,0.09259259259259259,0.0
holdout_pooled,f10,100,area_bin,5k-20k,39,39,9089.151108118462,1.0,0.0
holdout_pooled,f10,100,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,f10,100,area_bin,1k-5k,36,29,2326.0280791693845,0.8055555555555556,0.0
holdout_pooled,f10,100,area_bin,500-1k,13,3,596.8249803514503,0.23076923076923078,0.0
holdout_pooled,f25,100,area_bin,<500,54,0,239.9485108197684,0.0,0.0
holdout_pooled,f25,100,area_bin,5k-20k,39,38,9089.151108118462,0.9743589743589743,0.0
holdout_pooled,f25,100,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,f25,100,area_bin,1k-5k,36,14,2326.0280791693845,0.3888888888888889,0.0
holdout_pooled,f25,100,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout_pooled,f50,100,area_bin,<500,54,0,239.9485108197684,0.0,0.0
holdout_pooled,f50,100,area_bin,5k-20k,39,26,9089.151108118462,0.6666666666666666,0.0
holdout_pooled,f50,100,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,f50,100,area_bin,1k-5k,36,5,2326.0280791693845,0.1388888888888889,0.0
holdout_pooled,f50,100,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout_pooled,center,100,area_bin,<500,54,2,239.9485108197684,0.037037037037037035,0.0
holdout_pooled,center,100,area_bin,5k-20k,39,31,9089.151108118462,0.7948717948717948,0.0
holdout_pooled,center,100,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,center,100,area_bin,1k-5k,36,13,2326.0280791693845,0.3611111111111111,0.0
holdout_pooled,center,100,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout_pooled,rep_point,100,area_bin,<500,54,54,239.9485108197684,1.0,0.0
holdout_pooled,rep_point,100,area_bin,5k-20k,39,39,9089.151108118462,1.0,0.0
holdout_pooled,rep_point,100,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,rep_point,100,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout_pooled,rep_point,100,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout_pooled,soft,100,area_bin,<500,54,54,239.9485108197684,1.0,0.0
holdout_pooled,soft,100,area_bin,5k-20k,39,39,9089.151108118462,1.0,0.0
holdout_pooled,soft,100,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,soft,100,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout_pooled,soft,100,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout_pooled,any,200,area_bin,<500,54,54,239.9485108197684,1.0,0.0
holdout_pooled,any,200,area_bin,5k-20k,39,39,9089.151108118462,1.0,0.0
holdout_pooled,any,200,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,any,200,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout_pooled,any,200,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout_pooled,f01,200,area_bin,<500,54,17,239.9485108197684,0.3148148148148148,0.0
holdout_pooled,f01,200,area_bin,5k-20k,39,39,9089.151108118462,1.0,0.0
holdout_pooled,f01,200,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,f01,200,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout_pooled,f01,200,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout_pooled,f10,200,area_bin,<500,54,0,239.9485108197684,0.0,0.0
holdout_pooled,f10,200,area_bin,5k-20k,39,37,9089.151108118462,0.9487179487179487,0.0
holdout_pooled,f10,200,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,f10,200,area_bin,1k-5k,36,16,2326.0280791693845,0.4444444444444444,0.0
holdout_pooled,f10,200,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout_pooled,f25,200,area_bin,<500,54,0,239.9485108197684,0.0,0.0
holdout_pooled,f25,200,area_bin,5k-20k,39,26,9089.151108118462,0.6666666666666666,0.0
holdout_pooled,f25,200,area_bin,>=20k,54,53,53972.90840614471,0.9814814814814815,0.0
holdout_pooled,f25,200,area_bin,1k-5k,36,9,2326.0280791693845,0.25,0.0
holdout_pooled,f25,200,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout_pooled,f50,200,area_bin,<500,54,0,239.9485108197684,0.0,0.0
holdout_pooled,f50,200,area_bin,5k-20k,39,11,9089.151108118462,0.28205128205128205,0.0
holdout_pooled,f50,200,area_bin,>=20k,54,42,53972.90840614471,0.7777777777777778,0.0
holdout_pooled,f50,200,area_bin,1k-5k,36,7,2326.0280791693845,0.19444444444444445,0.0
holdout_pooled,f50,200,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout_pooled,center,200,area_bin,<500,54,0,239.9485108197684,0.0,0.0
holdout_pooled,center,200,area_bin,5k-20k,39,21,9089.151108118462,0.5384615384615384,0.0
holdout_pooled,center,200,area_bin,>=20k,54,50,53972.90840614471,0.9259259259259259,0.0
holdout_pooled,center,200,area_bin,1k-5k,36,8,2326.0280791693845,0.2222222222222222,0.0
holdout_pooled,center,200,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout_pooled,rep_point,200,area_bin,<500,54,54,239.9485108197684,1.0,0.0
holdout_pooled,rep_point,200,area_bin,5k-20k,39,39,9089.151108118462,1.0,0.0
holdout_pooled,rep_point,200,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,rep_point,200,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout_pooled,rep_point,200,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout_pooled,soft,200,area_bin,<500,54,54,239.9485108197684,1.0,0.0
holdout_pooled,soft,200,area_bin,5k-20k,39,39,9089.151108118462,1.0,0.0
holdout_pooled,soft,200,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,soft,200,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout_pooled,soft,200,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout_pooled,any,500,area_bin,<500,54,54,239.9485108197684,1.0,0.0
holdout_pooled,any,500,area_bin,5k-20k,39,39,9089.151108118462,1.0,0.0
holdout_pooled,any,500,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,any,500,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout_pooled,any,500,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout_pooled,f01,500,area_bin,<500,54,11,239.9485108197684,0.2037037037037037,0.0
holdout_pooled,f01,500,area_bin,5k-20k,39,39,9089.151108118462,1.0,0.0
holdout_pooled,f01,500,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,f01,500,area_bin,1k-5k,36,23,2326.0280791693845,0.6388888888888888,0.0
holdout_pooled,f01,500,area_bin,500-1k,13,4,596.8249803514503,0.3076923076923077,0.0
holdout_pooled,f10,500,area_bin,<500,54,0,239.9485108197684,0.0,0.0
holdout_pooled,f10,500,area_bin,5k-20k,39,23,9089.151108118462,0.5897435897435898,0.0
holdout_pooled,f10,500,area_bin,>=20k,54,51,53972.90840614471,0.9444444444444444,0.0
holdout_pooled,f10,500,area_bin,1k-5k,36,11,2326.0280791693845,0.3055555555555556,0.0
holdout_pooled,f10,500,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout_pooled,f25,500,area_bin,<500,54,0,239.9485108197684,0.0,0.0
holdout_pooled,f25,500,area_bin,5k-20k,39,11,9089.151108118462,0.28205128205128205,0.0
holdout_pooled,f25,500,area_bin,>=20k,54,41,53972.90840614471,0.7592592592592593,0.0
holdout_pooled,f25,500,area_bin,1k-5k,36,5,2326.0280791693845,0.1388888888888889,0.0
holdout_pooled,f25,500,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout_pooled,f50,500,area_bin,<500,54,0,239.9485108197684,0.0,0.0
holdout_pooled,f50,500,area_bin,5k-20k,39,4,9089.151108118462,0.10256410256410256,0.0
holdout_pooled,f50,500,area_bin,>=20k,54,24,53972.90840614471,0.4444444444444444,0.0
holdout_pooled,f50,500,area_bin,1k-5k,36,3,2326.0280791693845,0.08333333333333333,0.0
holdout_pooled,f50,500,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout_pooled,center,500,area_bin,<500,54,0,239.9485108197684,0.0,0.0
holdout_pooled,center,500,area_bin,5k-20k,39,14,9089.151108118462,0.358974358974359,0.0
holdout_pooled,center,500,area_bin,>=20k,54,35,53972.90840614471,0.6481481481481481,0.0
holdout_pooled,center,500,area_bin,1k-5k,36,6,2326.0280791693845,0.16666666666666666,0.0
holdout_pooled,center,500,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout_pooled,rep_point,500,area_bin,<500,54,54,239.9485108197684,1.0,0.0
holdout_pooled,rep_point,500,area_bin,5k-20k,39,39,9089.151108118462,1.0,0.0
holdout_pooled,rep_point,500,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,rep_point,500,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout_pooled,rep_point,500,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout_pooled,soft,500,area_bin,<500,54,54,239.9485108197684,1.0,0.0
holdout_pooled,soft,500,area_bin,5k-20k,39,39,9089.151108118462,1.0,0.0
holdout_pooled,soft,500,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,soft,500,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout_pooled,soft,500,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout_pooled,any,1000,area_bin,<500,54,54,239.9485108197684,1.0,0.0
holdout_pooled,any,1000,area_bin,5k-20k,39,39,9089.151108118462,1.0,0.0
holdout_pooled,any,1000,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,any,1000,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout_pooled,any,1000,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout_pooled,f01,1000,area_bin,<500,54,0,239.9485108197684,0.0,0.0
holdout_pooled,f01,1000,area_bin,5k-20k,39,34,9089.151108118462,0.8717948717948718,0.0
holdout_pooled,f01,1000,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,f01,1000,area_bin,1k-5k,36,17,2326.0280791693845,0.4722222222222222,0.0
holdout_pooled,f01,1000,area_bin,500-1k,13,2,596.8249803514503,0.15384615384615385,0.0
holdout_pooled,f10,1000,area_bin,<500,54,0,239.9485108197684,0.0,0.0
holdout_pooled,f10,1000,area_bin,5k-20k,39,18,9089.151108118462,0.46153846153846156,0.0
holdout_pooled,f10,1000,area_bin,>=20k,54,40,53972.90840614471,0.7407407407407407,0.0
holdout_pooled,f10,1000,area_bin,1k-5k,36,12,2326.0280791693845,0.3333333333333333,0.0
holdout_pooled,f10,1000,area_bin,500-1k,13,1,596.8249803514503,0.07692307692307693,0.0
holdout_pooled,f25,1000,area_bin,<500,54,0,239.9485108197684,0.0,0.0
holdout_pooled,f25,1000,area_bin,5k-20k,39,2,9089.151108118462,0.05128205128205128,0.0
holdout_pooled,f25,1000,area_bin,>=20k,54,18,53972.90840614471,0.3333333333333333,0.0
holdout_pooled,f25,1000,area_bin,1k-5k,36,0,2326.0280791693845,0.0,0.0
holdout_pooled,f25,1000,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout_pooled,f50,1000,area_bin,<500,54,0,239.9485108197684,0.0,0.0
holdout_pooled,f50,1000,area_bin,5k-20k,39,2,9089.151108118462,0.05128205128205128,0.0
holdout_pooled,f50,1000,area_bin,>=20k,54,15,53972.90840614471,0.2777777777777778,0.0
holdout_pooled,f50,1000,area_bin,1k-5k,36,0,2326.0280791693845,0.0,0.0
holdout_pooled,f50,1000,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout_pooled,center,1000,area_bin,<500,54,0,239.9485108197684,0.0,0.0
holdout_pooled,center,1000,area_bin,5k-20k,39,3,9089.151108118462,0.07692307692307693,0.0
holdout_pooled,center,1000,area_bin,>=20k,54,18,53972.90840614471,0.3333333333333333,0.0
holdout_pooled,center,1000,area_bin,1k-5k,36,0,2326.0280791693845,0.0,0.0
holdout_pooled,center,1000,area_bin,500-1k,13,0,596.8249803514503,0.0,0.0
holdout_pooled,rep_point,1000,area_bin,<500,54,54,239.9485108197684,1.0,0.0
holdout_pooled,rep_point,1000,area_bin,5k-20k,39,39,9089.151108118462,1.0,0.0
holdout_pooled,rep_point,1000,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,rep_point,1000,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout_pooled,rep_point,1000,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
holdout_pooled,soft,1000,area_bin,<500,54,54,239.9485108197684,1.0,0.0
holdout_pooled,soft,1000,area_bin,5k-20k,39,39,9089.151108118462,1.0,0.0
holdout_pooled,soft,1000,area_bin,>=20k,54,54,53972.90840614471,1.0,0.0
holdout_pooled,soft,1000,area_bin,1k-5k,36,36,2326.0280791693845,1.0,0.0
holdout_pooled,soft,1000,area_bin,500-1k,13,13,596.8249803514503,1.0,0.0
development,any,100,land_class,unknown,142,142,8945.4955105669,1.0,1.0
development,f01,100,land_class,unknown,142,142,8945.4955105669,1.0,1.0
development,f10,100,land_class,unknown,142,136,8945.4955105669,0.9577464788732394,1.0
development,f25,100,land_class,unknown,142,116,8945.4955105669,0.8169014084507042,1.0
development,f50,100,land_class,unknown,142,88,8945.4955105669,0.6197183098591549,1.0
development,center,100,land_class,unknown,142,115,8945.4955105669,0.8098591549295775,1.0
development,rep_point,100,land_class,unknown,142,141,8945.4955105669,0.9929577464788732,1.0
development,soft,100,land_class,unknown,142,142,8945.4955105669,1.0,1.0
development,any,200,land_class,unknown,142,142,8945.4955105669,1.0,1.0
development,f01,200,land_class,unknown,142,141,8945.4955105669,0.9929577464788732,1.0
development,f10,200,land_class,unknown,142,114,8945.4955105669,0.8028169014084507,1.0
development,f25,200,land_class,unknown,142,87,8945.4955105669,0.6126760563380281,1.0
development,f50,200,land_class,unknown,142,66,8945.4955105669,0.4647887323943662,1.0
development,center,200,land_class,unknown,142,85,8945.4955105669,0.5985915492957746,1.0
development,rep_point,200,land_class,unknown,142,141,8945.4955105669,0.9929577464788732,1.0
development,soft,200,land_class,unknown,142,142,8945.4955105669,1.0,1.0
development,any,500,land_class,unknown,142,142,8945.4955105669,1.0,1.0
development,f01,500,land_class,unknown,142,129,8945.4955105669,0.9084507042253521,1.0
development,f10,500,land_class,unknown,142,78,8945.4955105669,0.5492957746478874,1.0
development,f25,500,land_class,unknown,142,63,8945.4955105669,0.44366197183098594,1.0
development,f50,500,land_class,unknown,142,39,8945.4955105669,0.2746478873239437,1.0
development,center,500,land_class,unknown,142,55,8945.4955105669,0.3873239436619718,1.0
development,rep_point,500,land_class,unknown,142,141,8945.4955105669,0.9929577464788732,1.0
development,soft,500,land_class,unknown,142,142,8945.4955105669,1.0,1.0
development,any,1000,land_class,unknown,142,142,8945.4955105669,1.0,1.0
development,f01,1000,land_class,unknown,142,111,8945.4955105669,0.7816901408450704,1.0
development,f10,1000,land_class,unknown,142,68,8945.4955105669,0.4788732394366197,1.0
development,f25,1000,land_class,unknown,142,24,8945.4955105669,0.16901408450704225,1.0
development,f50,1000,land_class,unknown,142,0,8945.4955105669,0.0,1.0
development,center,1000,land_class,unknown,142,19,8945.4955105669,0.13380281690140844,1.0
development,rep_point,1000,land_class,unknown,142,141,8945.4955105669,0.9929577464788732,1.0
development,soft,1000,land_class,unknown,142,142,8945.4955105669,1.0,1.0
holdout,any,100,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout,f01,100,land_class,unknown,20,18,913.5309905245406,0.9,0.0
holdout,f10,100,land_class,unknown,20,7,913.5309905245406,0.35,0.0
holdout,f25,100,land_class,unknown,20,4,913.5309905245406,0.2,0.0
holdout,f50,100,land_class,unknown,20,2,913.5309905245406,0.1,0.0
holdout,center,100,land_class,unknown,20,6,913.5309905245406,0.3,0.0
holdout,rep_point,100,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout,soft,100,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout,any,200,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout,f01,200,land_class,unknown,20,13,913.5309905245406,0.65,0.0
holdout,f10,200,land_class,unknown,20,4,913.5309905245406,0.2,0.0
holdout,f25,200,land_class,unknown,20,2,913.5309905245406,0.1,0.0
holdout,f50,200,land_class,unknown,20,0,913.5309905245406,0.0,0.0
holdout,center,200,land_class,unknown,20,2,913.5309905245406,0.1,0.0
holdout,rep_point,200,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout,soft,200,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout,any,500,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout,f01,500,land_class,unknown,20,5,913.5309905245406,0.25,0.0
holdout,f10,500,land_class,unknown,20,1,913.5309905245406,0.05,0.0
holdout,f25,500,land_class,unknown,20,0,913.5309905245406,0.0,0.0
holdout,f50,500,land_class,unknown,20,0,913.5309905245406,0.0,0.0
holdout,center,500,land_class,unknown,20,0,913.5309905245406,0.0,0.0
holdout,rep_point,500,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout,soft,500,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout,any,1000,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout,f01,1000,land_class,unknown,20,2,913.5309905245406,0.1,0.0
holdout,f10,1000,land_class,unknown,20,0,913.5309905245406,0.0,0.0
holdout,f25,1000,land_class,unknown,20,0,913.5309905245406,0.0,0.0
holdout,f50,1000,land_class,unknown,20,0,913.5309905245406,0.0,0.0
holdout,center,1000,land_class,unknown,20,0,913.5309905245406,0.0,0.0
holdout,rep_point,1000,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout,soft,1000,land_class,unknown,20,20,913.5309905245406,1.0,0.0
holdout,any,100,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout,any,100,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout,f01,100,land_class,urban,57,52,280.19487073214333,0.9122807017543859,0.0
holdout,f01,100,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout,f10,100,land_class,urban,57,7,280.19487073214333,0.12280701754385964,0.0
holdout,f10,100,land_class,agricultural,119,116,14446.951363918934,0.9747899159663865,0.0
holdout,f25,100,land_class,urban,57,1,280.19487073214333,0.017543859649122806,0.0
holdout,f25,100,land_class,agricultural,119,101,14446.951363918934,0.8487394957983193,0.0
holdout,f50,100,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout,f50,100,land_class,agricultural,119,83,14446.951363918934,0.6974789915966386,0.0
holdout,center,100,land_class,urban,57,1,280.19487073214333,0.017543859649122806,0.0
holdout,center,100,land_class,agricultural,119,93,14446.951363918934,0.7815126050420168,0.0
holdout,rep_point,100,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout,rep_point,100,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout,soft,100,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout,soft,100,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout,any,200,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout,any,200,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout,f01,200,land_class,urban,57,29,280.19487073214333,0.5087719298245614,0.0
holdout,f01,200,land_class,agricultural,119,117,14446.951363918934,0.9831932773109243,0.0
holdout,f10,200,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout,f10,200,land_class,agricultural,119,103,14446.951363918934,0.865546218487395,0.0
holdout,f25,200,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout,f25,200,land_class,agricultural,119,86,14446.951363918934,0.7226890756302521,0.0
holdout,f50,200,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout,f50,200,land_class,agricultural,119,60,14446.951363918934,0.5042016806722689,0.0
holdout,center,200,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout,center,200,land_class,agricultural,119,76,14446.951363918934,0.6386554621848739,0.0
holdout,rep_point,200,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout,rep_point,200,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout,soft,200,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout,soft,200,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout,any,500,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout,any,500,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
holdout,f01,500,land_class,urban,57,14,280.19487073214333,0.24561403508771928,0.0
holdout,f01,500,land_class,agricultural,119,112,14446.951363918934,0.9411764705882353,0.0
holdout,f10,500,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout,f10,500,land_class,agricultural,119,83,14446.951363918934,0.6974789915966386,0.0
holdout,f25,500,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout,f25,500,land_class,agricultural,119,57,14446.951363918934,0.4789915966386555,0.0
holdout,f50,500,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout,f50,500,land_class,agricultural,119,31,14446.951363918934,0.2605042016806723,0.0
holdout,center,500,land_class,urban,57,0,280.19487073214333,0.0,0.0
holdout,center,500,land_class,agricultural,119,55,14446.951363918934,0.46218487394957986,0.0
holdout,rep_point,500,land_class,urban,57,57,280.19487073214333,1.0,0.0
holdout,rep_point,500,land_class,agricultural,119,119,14446.951363918934,1.0,0.0
